Lugar_ID,Ciudad,GobAdmin_2,GobAdmin_1,Nacion,Longitud,Latitud
G46,Reichenau,Freiburg,Baden-Wurttemberg,8,9.06601,47.693
G47,Reichenbach am Heuberg,Freiburg,Baden-Wurttemberg,8,8.84119,48.1334
G48,Renchen,Freiburg,Baden-Wurttemberg,8,8.01188,48.5862
G49,Reute,Freiburg,Baden-Wurttemberg,8,7.82609,48.0833
G50,Rheinfelden,Freiburg,Baden-Wurttemberg,8,7.791667,47.561111
G51,Rottweil,Freiburg,Baden-Wurttemberg,8,8.6316219,48.1610687
G52,Sasbach,Freiburg,Baden-Wurttemberg,8,7.61733,48.1403
G53,Schiltach,Freiburg,Baden-Wurttemberg,8,8.34689,48.2918
G54,Schliengen,Freiburg,Baden-Wurttemberg,8,7.57742,47.757
G55,Schopfheim,Freiburg,Baden-Wurttemberg,8,7.82357,47.6519
G56,Schramberg,Freiburg,Baden-Wurttemberg,8,8.38447,48.2281
G57,Schutterwald,Freiburg,Baden-Wurttemberg,8,7.88423,48.4583
G58,Sulz am Neckar,Freiburg,Baden-Wurttemberg,8,8.63442,48.3537
G59,Titisee-Neustadt,Freiburg,Baden-Wurttemberg,8,8.19116,47.9238
G60,Tuttlingen,Freiburg,Baden-Wurttemberg,8,8.8192095,47.9823316
G61,Vogtsburg,Freiburg,Baden-Wurttemberg,8,7.64078,48.0971
G62,Vohringen,Freiburg,Baden-Wurttemberg,8,8.66422,48.3346
G63,Waldkirch,Freiburg,Baden-Wurttemberg,8,7.95865,48.0915
G64,Waldshut-Tiengen,Freiburg,Baden-Wurttemberg,8,8.27192,47.6327
G65,Wittenweier,Freiburg,Baden-Wurttemberg,8,7.761365,48.328779
G66,Wolfach,Freiburg,Baden-Wurttemberg,8,8.21492,48.2924
G67,Zell am Harmersbach,Freiburg,Baden-Wurttemberg,8,8.06565,48.3472
G68,Alpirsbach,Karlsruhe,Baden-Wurttemberg,8,8.4017,48.3436
G69,Altensteig,Karlsruhe,Baden-Wurttemberg,8,8.60606,48.5884
G70,Bad Herrenalb,Karlsruhe,Baden-Wurttemberg,8,8.43967,48.7988
G71,Bad Liebenzell,Karlsruhe,Baden-Wurttemberg,8,8.72998,48.7747
G72,Bad Wildbad,Karlsruhe,Baden-Wurttemberg,8,8.54927,48.7516
G73,Baden-Baden,Karlsruhe,Baden-Wurttemberg,8,8.22852,48.7656
G74,Bietigheim,Karlsruhe,Baden-Wurttemberg,8,8.24995,48.9099
G75,Bildechingen,Karlsruhe,Baden-Wurttemberg,8,8.71509,48.4647
G76,Bretten,Karlsruhe,Baden-Wurttemberg,8,8.70106,49.0363
G77,Buhl,Karlsruhe,Baden-Wurttemberg,8,8.13806,48.6955
G78,Calw,Karlsruhe,Baden-Wurttemberg,8,8.74724,48.7122
G79,Dornstetten,Karlsruhe,Baden-Wurttemberg,8,8.49816,48.4717
G80,Ettlingen,Karlsruhe,Baden-Wurttemberg,8,8.39802,48.9432
G81,Freudenstadt,Karlsruhe,Baden-Wurttemberg,8,8.418,48.4645
G82,Heidelberg,Karlsruhe,Baden-Wurttemberg,8,8.6724335,49.3987524
G83,Heidelberg,Karlsruhe,Baden-Wurttemberg,8,8.6724335,49.3987524
G84,Hirsau,Karlsruhe,Baden-Wurttemberg,8,8.73312,48.7359
G85,Horb am Neckar,Karlsruhe,Baden-Wurttemberg,8,8.68485,48.4421
G86,Kampfelbach,Karlsruhe,Baden-Wurttemberg,8,8.62351,48.9486
G87,Karlsruhe,Karlsruhe,Baden-Wurttemberg,8,8.40365,49.0069
G88,Knittlingen,Karlsruhe,Baden-Wurttemberg,8,8.7583,49.024
G89,Kuppenheim,Karlsruhe,Baden-Wurttemberg,8,8.25624,48.8289
G90,Lichtenau,Karlsruhe,Baden-Wurttemberg,8,8.00684,48.7254
G91,Mannheim,Karlsruhe,Baden-Wurttemberg,8,8.4660395,49.4874592
G92,Muhringen,Karlsruhe,Baden-Wurttemberg,8,8.75259,48.4172
G93,Nagold,Karlsruhe,Baden-Wurttemberg,8,8.72347,48.5474
G94,Neibsheim,Karlsruhe,Baden-Wurttemberg,8,8.68386,49.0681
G95,Neuenburg,Karlsruhe,Baden-Wurttemberg,8,8.588,48.8484
G96,Pforzheim,Karlsruhe,Baden-Wurttemberg,8,8.6946286,48.8921862
G97,Pforzheim,Karlsruhe,Baden-Wurttemberg,8,8.69463,48.8922
G98,Rastatt,Karlsruhe,Baden-Wurttemberg,8,8.20591,48.8591
G99,Sinsheim,Karlsruhe,Baden-Wurttemberg,8,8.88849,49.2489
G100,Wiesloch,Karlsruhe,Baden-Wurttemberg,8,8.6962064,49.2953714
G101,Wildberg,Karlsruhe,Baden-Wurttemberg,8,8.7411,48.6246
G102,Klettgau,NA,Baden-Wurttemberg,8,NA,NA
G103,Langenargen,NA,Baden-Wurttemberg,8,NA,NA
G104,Leutkirch im Allgau,NA,Baden-Wurttemberg,8,NA,NA
G105,NA,NA,Baden-Wurttemberg,8,NA,NA
G106,Waldburg-Trauchburg,NA,Baden-Wurttemberg,8,NA,NA
G107,Wangen im Allgau,NA,Baden-Wurttemberg,8,NA,NA
G108,Aalen,Stuttgart,Baden-Wurttemberg,8,10.0971,48.8367
G109,Asperg,Stuttgart,Baden-Wurttemberg,8,9.14003,48.9042
G110,Backnang,Stuttgart,Baden-Wurttemberg,8,9.43418,48.9471
G111,Bad Mergentheim,Stuttgart,Baden-Wurttemberg,8,9.77042,49.4885
G112,Bad Rappenau,Stuttgart,Baden-Wurttemberg,8,9.10202,49.2402
G113,Bad Wimpfen,Stuttgart,Baden-Wurttemberg,8,9.15714,49.2285
G114,Beilstein,Stuttgart,Baden-Wurttemberg,8,9.31295,49.0417
G115,Besigheim,Stuttgart,Baden-Wurttemberg,8,9.14839,48.9988
G116,Beuren,Stuttgart,Baden-Wurttemberg,8,9.40125,48.5692
G117,Boblingen,Stuttgart,Baden-Wurttemberg,8,9.0088299,48.6813312
G118,Boll,Stuttgart,Baden-Wurttemberg,8,9.61378,48.6406
G119,Bottwar,Stuttgart,Baden-Wurttemberg,8,9.35768,49.04
G120,Brackenheim,Stuttgart,Baden-Wurttemberg,8,9.07031,49.0809
G121,Crailsheim,Stuttgart,Baden-Wurttemberg,8,10.0634,49.1337
G122,Dorzbach,Stuttgart,Baden-Wurttemberg,8,9.70592,49.384
G123,Ellwangen,Stuttgart,Baden-Wurttemberg,8,10.1302,48.9627
G124,Esslingen,Stuttgart,Baden-Wurttemberg,8,9.32011,48.7433
G125,Fellbach,Stuttgart,Baden-Wurttemberg,8,9.27029,48.8216
G126,Freudenberg am Main,Stuttgart,Baden-Wurttemberg,8,9.32665,49.7541
G127,Gaildorf,Stuttgart,Baden-Wurttemberg,8,9.76551,48.9999
G128,Geislingen an der Steige,Stuttgart,Baden-Wurttemberg,8,9.82945,48.6215
G129,Gemmingen,Stuttgart,Baden-Wurttemberg,8,8.98112,49.1556
G130,Giengen,Stuttgart,Baden-Wurttemberg,8,10.2392,48.6224
G131,Goppingen,Stuttgart,Baden-Wurttemberg,8,9.65125,48.7054
G132,Grossbottwar,Stuttgart,Baden-Wurttemberg,8,9.29395,49.0019
G133,Guglingen,Stuttgart,Baden-Wurttemberg,8,9.00138,49.0667
G134,Heidenheim,Stuttgart,Baden-Wurttemberg,8,10.1611,48.6894
G135,Heilbronn,Stuttgart,Baden-Wurttemberg,8,9.210879,49.1426929
G136,Herbsthausen,Stuttgart,Baden-Wurttemberg,8,9.828538,49.404531
G137,Herrenberg,Stuttgart,Baden-Wurttemberg,8,8.86716,48.595
G138,Ingelfingen,Stuttgart,Baden-Wurttemberg,8,9.65725,49.2997
G139,Kirchheim unter Teck,Stuttgart,Baden-Wurttemberg,8,9.45196,48.6471
G140,Kongen,Stuttgart,Baden-Wurttemberg,8,9.36497,48.6823
G141,Kraichgau,Stuttgart,Baden-Wurttemberg,8,8.96897,49.1005
G142,Krautheim,Stuttgart,Baden-Wurttemberg,8,9.63439,49.3827
G143,Lauda-Konigshofen,Stuttgart,Baden-Wurttemberg,8,9.70038,49.5651
G144,Lauffen,Stuttgart,Baden-Wurttemberg,8,9.14601,49.072
G145,Leonberg,Stuttgart,Baden-Wurttemberg,8,9.00957,48.796
G146,Marbach am Neckar,Stuttgart,Baden-Wurttemberg,8,9.2646,48.9396
G147,Mockmuhl,Stuttgart,Baden-Wurttemberg,8,9.35407,49.3224
G148,NA,Stuttgart,Baden-Wurttemberg,8,NA,NA
G149,Neuenstadt am Kocher,Stuttgart,Baden-Wurttemberg,8,9.33581,49.2348
G150,Neuffen,Stuttgart,Baden-Wurttemberg,8,9.37562,48.5561
G151,Neuhausen auf den Fildern,Stuttgart,Baden-Wurttemberg,8,9.27583,48.6821
G152,Niedernhall,Stuttgart,Baden-Wurttemberg,8,9.61854,49.2861
G153,Niederstetten,Stuttgart,Baden-Wurttemberg,8,9.91944,49.3995
G154,Nurtingen,Stuttgart,Baden-Wurttemberg,8,9.34691,48.6244
G155,Obersontheim,Stuttgart,Baden-Wurttemberg,8,9.89631,49.0575
G156,Ohringen,Stuttgart,Baden-Wurttemberg,8,9.50295,49.1999
G157,Owen,Stuttgart,Baden-Wurttemberg,8,9.45012,48.5879
G158,Sachsenheim,Stuttgart,Baden-Wurttemberg,8,9.06432,48.9604
G159,Schorndorf,Stuttgart,Baden-Wurttemberg,8,9.52962,48.8015
G160,Schwabisch Gmund,Stuttgart,Baden-Wurttemberg,8,9.80457,48.7994
G161,Schwabisch Hall,Stuttgart,Baden-Wurttemberg,8,9.73726,49.1125
G162,Sindelfingen,Stuttgart,Baden-Wurttemberg,8,9.00441,48.7075
G163,Stuttgart,Stuttgart,Baden-Wurttemberg,8,9.18293,48.7758
G164,Waiblingen,Stuttgart,Baden-Wurttemberg,8,9.31857,48.8294
G165,Weil der Stadt,Stuttgart,Baden-Wurttemberg,8,8.87274,48.7536
G166,Weinsberg,Stuttgart,Baden-Wurttemberg,8,9.28727,49.1485
G167,Wertheim am Main,Stuttgart,Baden-Wurttemberg,8,9.51285,49.7586
G168,Wiesensteig,Stuttgart,Baden-Wurttemberg,8,9.62756,48.5652
G169,Wimpfen,Stuttgart,Baden-Wurttemberg,8,9.1575,49.23007
G170,Winnenden,Stuttgart,Baden-Wurttemberg,8,9.39714,48.875
G171,Altshausen,Tubingen,Baden-Wurttemberg,8,9.54131,47.9328
G172,Bad Saulgau,Tubingen,Baden-Wurttemberg,8,9.5002,48.0147
G173,Bad Urach,Tubingen,Baden-Wurttemberg,8,9.39487,48.4969
G174,Bad Waldsee,Tubingen,Baden-Wurttemberg,8,9.75328,47.9227
G175,Bad Wurzach,Tubingen,Baden-Wurttemberg,8,9.8938287,47.9081917
G176,Balingen,Tubingen,Baden-Wurttemberg,8,8.84953,48.2748
G177,Bebenhausen,Tubingen,Baden-Wurttemberg,8,9.05855,48.5606
G178,Biberach,Tubingen,Baden-Wurttemberg,8,9.79015,48.0951
G179,Blaubeuren,Tubingen,Baden-Wurttemberg,8,9.78355,48.4073
G180,Burladingen,Tubingen,Baden-Wurttemberg,8,9.10959,48.2923
G181,Durmentingen,Tubingen,Baden-Wurttemberg,8,9.53633,48.1135
G182,Ebingen,Tubingen,Baden-Wurttemberg,8,9.03167,48.2104
G183,Ehingen,Tubingen,Baden-Wurttemberg,8,9.723611,48.283333
G184,Friedrichshafen,Tubingen,Baden-Wurttemberg,8,9.48001,47.6618
G185,Gammertingen,Tubingen,Baden-Wurttemberg,8,9.21526,48.2471
G186,Guggenhausen,Tubingen,Baden-Wurttemberg,8,9.45558,47.8936
G187,Haigerloch,Tubingen,Baden-Wurttemberg,8,8.79197,48.3667
G188,Hechingen,Tubingen,Baden-Wurttemberg,8,8.96136,48.3539
G189,Heiligkreuztal,Tubingen,Baden-Wurttemberg,8,9.40386,48.1351
G190,Herbertingen,Tubingen,Baden-Wurttemberg,8,9.42967,48.0614
G191,Hohenzollern,Tubingen,Baden-Wurttemberg,8,8.96778,48.3231
G192,Hosskirch,Tubingen,Baden-Wurttemberg,8,9.4435,47.9413
G193,Isny im Allgau,Tubingen,Baden-Wurttemberg,8,10.042,47.695
G194,Konigseggwald,Tubingen,Baden-Wurttemberg,8,9.4223,47.9291
G195,Mengen,Tubingen,Baden-Wurttemberg,8,9.33624,48.0497
G196,Messkirch,Tubingen,Baden-Wurttemberg,8,9.11564,47.9944
G197,Munsingen,Tubingen,Baden-Wurttemberg,8,9.49804,48.4114
G198,NA,Tubingen,Baden-Wurttemberg,8,NA,NA
G199,Neufra,Tubingen,Baden-Wurttemberg,8,9.18288,48.2488
G200,Obermarchtal,Tubingen,Baden-Wurttemberg,8,9.56997,48.2338
G201,Ochsenhausen,Tubingen,Baden-Wurttemberg,8,9.95159,48.0695
G202,Ravensburg,Tubingen,Baden-Wurttemberg,8,9.6121303,47.7782704
G203,Reutlingen,Tubingen,Baden-Wurttemberg,8,9.2038,48.5069
G204,Riedlingen,Tubingen,Baden-Wurttemberg,8,9.47133,48.1596
G205,Rosenfeld,Tubingen,Baden-Wurttemberg,8,8.72004,48.2874
G206,Rottenburg am Neckar,Tubingen,Baden-Wurttemberg,8,8.94095,48.4791
G207,Schomberg,Tubingen,Baden-Wurttemberg,8,8.75791,48.2069
G208,Stetten am kalten Markt,Tubingen,Baden-Wurttemberg,8,9.07347,48.127
G209,Tettnang,Tubingen,Baden-Wurttemberg,8,9.5916,47.6682
G210,Trochtelfingen,Tubingen,Baden-Wurttemberg,8,9.23991,48.3091
G211,Tubingen,Tubingen,Baden-Wurttemberg,8,9.05764,48.5216
G212,Uberlingen,Tubingen,Baden-Wurttemberg,8,9.1702772,47.7661746
G213,Ulm,Tubingen,Baden-Wurttemberg,8,9.98761,48.4011
G214,Unlingen,Tubingen,Baden-Wurttemberg,8,9.51956,48.167
G215,Veringenstadt,Tubingen,Baden-Wurttemberg,8,9.21059,48.183
G216,Weingarten,Tubingen,Baden-Wurttemberg,8,9.63798,47.8096
G217,Abensberg,Mittelfranken,Bayern,8,11.8508,48.8177
G218,Aichach,Mittelfranken,Bayern,8,11.136,48.4577
G219,Alte Veste,Mittelfranken,Bayern,8,10.972363,49.454322
G220,Altotting,Mittelfranken,Bayern,8,12.6768,48.2246
G221,Amberg,Mittelfranken,Bayern,8,11.8633,49.4403
G222,Apfeldorf,Mittelfranken,Bayern,8,10.9333,47.9
G223,Aschau,Mittelfranken,Bayern,8,12.3225,47.7771
G224,Augsburg,Mittelfranken,Bayern,8,10.8978,48.3705
G225,Aurach,Mittelfranken,Bayern,8,10.4161,49.2467
G226,Bad Aibling,Mittelfranken,Bayern,8,12.0093,47.864
G227,Bad Griesbach,Mittelfranken,Bayern,8,13.1966,48.4502
G228,Bad Kotzting,Mittelfranken,Bayern,8,12.8517,49.1768
G229,Bad Reichenhall,Mittelfranken,Bayern,8,12.8816,47.7303
G230,Bad Tolz,Mittelfranken,Bayern,8,11.5652,47.7615
G231,Berchtesgaden,Mittelfranken,Bayern,8,13.0001,47.6302
G232,Bernbeuren,Mittelfranken,Bayern,8,10.7764,47.7387
G233,Bobingen,Mittelfranken,Bayern,8,10.8296,48.2697
G234,Bogen,Mittelfranken,Bayern,8,12.6928,48.9128
G235,Breitenbrunn,Mittelfranken,Bayern,8,11.6227,49.0853
G236,Buchloe,Mittelfranken,Bayern,8,10.7211,48.0361
G237,Burgau,Mittelfranken,Bayern,8,10.4108,48.4302
G238,Burghausen,Mittelfranken,Bayern,8,12.8311,48.1726
G239,Burgheim,Mittelfranken,Bayern,8,11.0168,48.7006
G240,Burglengenfeld,Mittelfranken,Bayern,8,12.0417,49.2066
G241,Cham,Mittelfranken,Bayern,8,12.6621,49.2239
G242,Dachau,Mittelfranken,Bayern,8,11.4339,48.263
G243,Deggendorf,Mittelfranken,Bayern,8,12.9575,48.8409
G244,Dillingen an der Donau,Mittelfranken,Bayern,8,10.494,48.5791
G245,Dingolfing,Mittelfranken,Bayern,8,12.4852,48.6435
G246,Dinkelscherben,Mittelfranken,Bayern,8,10.5898,48.3476
G247,Donauworth,Mittelfranken,Bayern,8,10.7778,48.7186
G248,Durlach,Mittelfranken,Bayern,8,12.6144,47.7242
G249,Durrwangen,Mittelfranken,Bayern,8,10.385,49.1075
G250,Edenbergen,Mittelfranken,Bayern,8,10.8081,48.4247
G251,Eggenfelden,Mittelfranken,Bayern,8,12.7575,48.4051
G252,Eggenthal,Mittelfranken,Bayern,8,10.5099,47.914
G253,Erding,Mittelfranken,Bayern,8,11.9189,48.3115
G254,Essing,Mittelfranken,Bayern,8,11.7887,48.9352
G255,Feuchtwangen,Mittelfranken,Bayern,8,10.3298,49.1681
G256,Freising,Mittelfranken,Bayern,8,11.7412,48.4029
G257,Friedberg,Mittelfranken,Bayern,8,10.9865,48.356
G258,Fursteneck,Mittelfranken,Bayern,8,13.4622,48.7215
G259,Garmisch-Partenkirchen,Mittelfranken,Bayern,8,11.0955,47.4917
G260,Geisenfeld,Mittelfranken,Bayern,8,11.6119,48.6822
G261,Grafenau,Mittelfranken,Bayern,8,13.3946,48.8592
G262,Grossaitingen,Mittelfranken,Bayern,8,10.7777,48.2281
G263,Gundelfingen,Mittelfranken,Bayern,8,10.3695,48.5489
G264,Haag in Oberbayern,Mittelfranken,Bayern,8,12.1795,48.1619
G265,Haldenwang,Mittelfranken,Bayern,8,10.3476,47.8005
G266,Heideck,Mittelfranken,Bayern,8,11.1257,49.1341
G267,Hemau,Mittelfranken,Bayern,8,11.7833,49.0534
G268,Hengersberg,Mittelfranken,Bayern,8,13.0554,48.7703
G269,Hilpoltstein,Mittelfranken,Bayern,8,11.1886,49.1891
G270,Hochstadt an der Donau,Mittelfranken,Bayern,8,10.5672,48.6147
G271,Illertissen,Mittelfranken,Bayern,8,10.1013,48.2253
G272,Immenstadt,Mittelfranken,Bayern,8,10.2207,47.5592
G273,Ingolstadt,Mittelfranken,Bayern,8,11.4258,48.7665
G274,Irsee,Mittelfranken,Bayern,8,10.5716,47.9083
G275,Kallmunz,Mittelfranken,Bayern,8,11.9601,49.1611
G276,Kaltental,Mittelfranken,Bayern,8,10.75,47.9
G277,Kaufbeuren,Mittelfranken,Bayern,8,10.626,47.883
G278,Kelheim,Mittelfranken,Bayern,8,11.8866,48.9184
G279,Kempten,Mittelfranken,Bayern,8,10.3158,47.7286
G280,Kirchberg,Mittelfranken,Bayern,8,13.1822,48.8982
G281,Kosching,Mittelfranken,Bayern,8,11.5005,48.8126
G282,kotz,Mittelfranken,Bayern,8,10.2833,48.4167
G283,Kraftisried,Mittelfranken,Bayern,8,10.471,47.7794
G284,Kraiburg,Mittelfranken,Bayern,8,12.4313,48.1847
G285,Kranzberg,Mittelfranken,Bayern,8,11.6194,48.4063
G286,Kronburg,Mittelfranken,Bayern,8,10.1562,47.9042
G287,Krumbach,Mittelfranken,Bayern,8,10.3667,48.25
G288,Laaber,Mittelfranken,Bayern,8,11.8831,49.0683
G289,Landsberg am Lech,Mittelfranken,Bayern,8,10.8704,48.0508
G290,Landshut,Mittelfranken,Bayern,8,12.1469,48.5442
G291,Laufen,Mittelfranken,Bayern,8,12.9301,47.9347
G292,Lauingen,Mittelfranken,Bayern,8,10.43,48.5703
G293,Lengdorf,Mittelfranken,Bayern,8,12.0473,48.2578
G294,Leuchtenberg,Mittelfranken,Bayern,8,12.2589,49.5976
G295,Lindau,Mittelfranken,Bayern,8,9.67893,47.5798
G296,Mainburg,Mittelfranken,Bayern,8,11.7817,48.6431
G297,Markt Schwaben,Mittelfranken,Bayern,8,11.863,48.1909
G298,Marktoberdorf,Mittelfranken,Bayern,8,10.6158,47.7785
G299,Marktoffingen,Mittelfranken,Bayern,8,10.4713,48.9263
G300,Marquartstein,Mittelfranken,Bayern,8,12.4604,47.7614
G301,Memmingen,Mittelfranken,Bayern,8,10.1802,47.9838
G302,Miesbach,Mittelfranken,Bayern,8,11.8333,47.79
G303,Mindelheim,Mittelfranken,Bayern,8,10.4949,48.0462
G304,Mitterfels,Mittelfranken,Bayern,8,12.6804,48.976
G305,Monheim,Mittelfranken,Bayern,8,10.8537,48.8427
G306,Moosburg,Mittelfranken,Bayern,8,11.9359,48.4702
G307,Muhldorf,Mittelfranken,Bayern,8,12.522,48.2458
G308,Munich,Mittelfranken,Bayern,8,11.582,48.1351
G309,Murnau am Staffelsee,Mittelfranken,Bayern,8,11.2041,47.6775
G310,Nesselwang,Mittelfranken,Bayern,8,10.5037,47.6233
G311,Neuburg an der Donau,Mittelfranken,Bayern,8,11.1888,48.7303
G312,Neumarkt in der Oberpfalz,Mittelfranken,Bayern,8,11.4672,49.2773
G313,Neumarkt-Sankt Veit,Mittelfranken,Bayern,8,12.5061,48.3599
G314,Neuotting,Mittelfranken,Bayern,8,12.6896,48.2413
G315,Neustadt an der Donau,Mittelfranken,Bayern,8,11.7671,48.803
G316,Nordlingen,Mittelfranken,Bayern,8,10.4895,48.8508
G317,Nuremberg,Mittelfranken,Bayern,8,11.07675,49.45203
G318,Obergunzburg,Mittelfranken,Bayern,8,10.4206,47.8462
G319,Oettingen,Mittelfranken,Bayern,8,10.6021,48.9518
G320,Osterzell,Mittelfranken,Bayern,8,10.7446,47.8779
G321,Ottobeuren,Mittelfranken,Bayern,8,10.3007,47.941
G322,Pappenheim,Mittelfranken,Bayern,8,10.9682,48.9287
G323,Pfaffenhofen,Mittelfranken,Bayern,8,11.4977,48.5325
G324,Pfarrkirchen,Mittelfranken,Bayern,8,12.9396,48.419
G325,Pfronten,Mittelfranken,Bayern,8,10.55,47.5833
G326,Rain,Mittelfranken,Bayern,8,10.9209,48.6902
G327,Regen,Mittelfranken,Bayern,8,13.1284,48.9772
G328,Regensburg,Mittelfranken,Bayern,8,12.1016,49.0134
G329,Regenstauf,Mittelfranken,Bayern,8,12.1304,49.1218
G330,Reichenberg,Mittelfranken,Bayern,8,9.90714,49.7333
G331,Reichertshofen,Mittelfranken,Bayern,8,11.4678,48.657
G332,Rettenberg,Mittelfranken,Bayern,8,10.2922,47.5743
G333,Roding,Mittelfranken,Bayern,8,12.5223,49.1941
G334,Rosenheim,Mittelfranken,Bayern,8,12.1181,47.8571
G335,Rottenburg,Mittelfranken,Bayern,8,12.0294,48.7012
G336,Saldenburg,Mittelfranken,Bayern,8,13.3561,48.7737
G337,Salzweg,Mittelfranken,Bayern,8,13.4851,48.6148
G338,Schongau,Mittelfranken,Bayern,8,10.8943,47.815
G339,Schrobenhausen,Mittelfranken,Bayern,8,11.2631,48.5626
G340,Schwabmunchen,Mittelfranken,Bayern,8,10.7557,48.18
G341,Spalt,Mittelfranken,Bayern,8,10.9262,49.1746
G342,Starnberg,Mittelfranken,Bayern,8,11.339,48
G343,Straubing,Mittelfranken,Bayern,8,12.5802,48.8777
G344,Sulzbach-Rosenberg,Mittelfranken,Bayern,8,11.7554,49.497
G345,Sulzberg,Mittelfranken,Bayern,8,10.3481,47.661
G346,Tapfheim,Mittelfranken,Bayern,8,10.6854,48.6737
G347,Teisendorf,Mittelfranken,Bayern,8,12.8209,47.8493
G348,Thannhausen,Mittelfranken,Bayern,8,10.4675,48.2814
G349,Tittmoning,Mittelfranken,Bayern,8,12.7689,48.0581
G350,Traunstein,Mittelfranken,Bayern,8,12.6384,47.8678
G351,Trostberg,Mittelfranken,Bayern,8,12.5553,48.0252
G352,Turkenfeld,Mittelfranken,Bayern,8,11.083,48.1053
G353,Turkheim,Mittelfranken,Bayern,8,10.6428,48.0616
G354,Unterfohring,Mittelfranken,Bayern,8,11.646,48.1917
G355,Untermeitingen,Mittelfranken,Bayern,8,10.8115,48.1623
G356,Unterthingau,Mittelfranken,Bayern,8,10.5058,47.7713
G357,Velburg,Mittelfranken,Bayern,8,11.6704,49.2312
G358,Viechtach,Mittelfranken,Bayern,8,12.8832,49.0795
G359,Vilsbiburg,Mittelfranken,Bayern,8,12.3526,48.4509
G360,Vilshofen an der Donau,Mittelfranken,Bayern,8,13.1829,48.627
G361,Vohburg,Mittelfranken,Bayern,8,11.6227,48.766
G362,Wallerstein,Mittelfranken,Bayern,8,10.4738,48.8887
G363,Wasserburg am Bodensee,Mittelfranken,Bayern,8,9.6351,47.5786
G364,Wasserburg am Inn,Mittelfranken,Bayern,8,12.2245,48.0527
G365,Weiden in der Oberpfalz,Mittelfranken,Bayern,8,12.1489,49.6744
G366,Weilheim,Mittelfranken,Bayern,8,11.1421,47.8407
G367,Weissenhorn,Mittelfranken,Bayern,8,10.1561,48.3037
G368,Weitnau,Mittelfranken,Bayern,8,10.1258,47.6407
G369,Wemding,Mittelfranken,Bayern,8,10.7223,48.8722
G370,Wertingen,Mittelfranken,Bayern,8,10.6792,48.5618
G371,Wiesent,Mittelfranken,Bayern,8,12.3769,49.009
G372,Wittislingen,Mittelfranken,Bayern,8,10.4172,48.6187
G373,Wolfratshausen,Mittelfranken,Bayern,8,11.4274,47.9102
G374,Zoschingen,Mittelfranken,Bayern,8,10.3255,48.6736
G375,Zusmarshausen,Mittelfranken,Bayern,8,10.5995,48.3983
G376,Zwiesel,Mittelfranken,Bayern,8,13.2379,49.0178
G377,Landshut,Niederbayern,Bayern,8,12.146853,48.544192
G378,Straubing,Niederbayern,Bayern,8,12.5801538,48.8777333
G379,Burgrain,Oberbayern,Bayern,8,11.0997,47.5165
G380,Dachau,Oberbayern,Bayern,8,11.4339022,48.2629984
G381,Ebersberg,Oberbayern,Bayern,8,11.9669667,48.0780006
G382,Gerolfing,Oberbayern,Bayern,8,11.3488,48.7558
G383,Holzkirchen,Oberbayern,Bayern,8,11.6997577,47.8810573
G384,Ingolstadt,Oberbayern,Bayern,8,11.4257541,48.7665351
G385,NA,Oberbayern,Bayern,8,NA,NA
G386,Pfaffenhofen,Oberbayern,Bayern,8,11.4977392,48.5325215
G387,Bamberg,Oberfranken,Bayern,8,10.902764,49.898814
G388,Grossheirath,Oberfranken,Bayern,8,10.951,50.176
G389,Mainleus,Oberfranken,Bayern,8,11.3807,50.1014
G390,Lissenthan,Oberpfalz,Bayern,8,12.129,49.4468
G391,Regensburg,Oberpfalz,Bayern,8,12.1016236,49.0134297
G392,Waidhaus,Oberpfalz,Bayern,8,12.4962639,49.6417301
G393,Augsburg,Schwaben,Bayern,8,10.89779,48.3705449
G394,Barnstein,Schwaben,Bayern,8,10.5355,47.7059
G395,Burgau,Schwaben,Bayern,8,10.4108,48.4302
G396,Gremheim,Schwaben,Bayern,8,10.6477,48.6361
G397,Illerbeuren,Schwaben,Bayern,8,10.1267,47.9016
G398,Illereichen,Schwaben,Bayern,8,10.1213,48.1645
G399,Kempten,Schwaben,Bayern,8,10.315783,47.72857
G400,Leipheim,Schwaben,Bayern,8,10.2263059,48.4444121
G401,Leubas,Schwaben,Bayern,8,10.3371232,47.7637923
G402,Lindenberg,Schwaben,Bayern,8,9.88792,47.6034
G403,Martinszell,Schwaben,Bayern,8,10.2804,47.6257
G404,Memmingen,Schwaben,Bayern,8,10.1802,47.9838
G405,Mering,Schwaben,Bayern,8,10.9861,48.2654
G406,Nordlingen,Schwaben,Bayern,8,10.4894906,48.8508157
G407,Nordlingen,Schwaben,Bayern,8,10.4895,48.8508
G408,Oettingen in Bayern,Schwaben,Bayern,8,10.6021,48.9518
G409,Rain,Schwaben,Bayern,8,10.9208893,48.6901541
G410,Ritzisried,Schwaben,Bayern,8,10.2099,48.2175
G411,Sulzberg,Schwaben,Bayern,8,10.3480918,47.6609921
G412,Wallerstein,Schwaben,Bayern,8,10.4738,48.8887
G413,Weissenhorn,Schwaben,Bayern,8,10.1561,48.3037
G414,Wengen,Schwaben,Bayern,8,10.1466,47.6764
G415,Zusmarshasen,Schwaben,Bayern,8,10.5995405,48.3982617
G416,Bad Konigshofen,Unterfranken,Bayern,8,10.4662774,50.3013477
G417,Hochberg,Unterfranken,Bayern,8,9.88089,49.7822
