Lugar_ID,Ciudad,GobAdmin_2,GobAdmin_1,Nacion,Longitud,Latitud
G418,Lohr,Unterfranken,Bayern,8,9.57223,49.9892
G419,Triefenstein,Unterfranken,Bayern,8,9.6,49.8
G420,Wollbach,Unterfranken,Bayern,8,10.2236,50.365
G421,Wurzburg,Unterfranken,Bayern,8,9.9533548,49.7913044
G422,Berlin,Berlin,Berlin,8,13.404954,52.5200066
G423,Angermunde,Brandenburg,Brandenburg,8,13.996593,53.014542
G424,Frankfurt an der Oder,Brandenburg,Brandenburg,8,14.5505673,52.3472237
G425,Juterbog,Brandenburg,Brandenburg,8,13.0756312,51.9964734
G426,Kreuznach,Brandenburg,Brandenburg,8,12.795201,52.9345045
G427,Kyritz,Brandenburg,Brandenburg,8,12.3961712,52.9432288
G428,Prenzlau,Brandenburg,Brandenburg,8,13.8633409,53.3173433
G429,Rheinsberg,Brandenburg,Brandenburg,8,12.8974874,53.0983691
G430,Werben,Brandenburg,Brandenburg,8,14.1872086,51.8131059
G431,Wittstock,Brandenburg,Brandenburg,8,12.485556,53.163611
G432,Hamburg,Hamburg,Hamburg,8,9.9936818,53.5510846
G433,Birstein,Darmstadt,Hessen,8,9.30973,50.3541
G434,Brachttal,Darmstadt,Hessen,8,9.29778,50.3033
G435,Budingen,Darmstadt,Hessen,8,9.11138,50.2863
G436,Dreieich,Darmstadt,Hessen,8,8.69492,50.0295
G437,Erlensee,Darmstadt,Hessen,8,8.984,50.1639
G438,Florstadt,Darmstadt,Hessen,8,8.8666,50.3204
G439,Frankfurt am Main,Darmstadt,Hessen,8,8.6821267,50.1109221
G440,Gedern,Darmstadt,Hessen,8,9.19935,50.426
G441,Gelnhausen,Darmstadt,Hessen,8,9.18637,50.2046
G442,Ginsheim-Gustavsburg,Darmstadt,Hessen,8,8.33333,49.9833
G443,Gonsroth,Darmstadt,Hessen,8,NA,NA
G444,Grundau,Darmstadt,Hessen,8,9.11065,50.2023
G445,Hanau,Darmstadt,Hessen,8,8.9283105,50.1264123
G446,Hasselroth,Darmstadt,Hessen,8,9.1,50.1667
G447,Hitzkirchen,Darmstadt,Hessen,8,9.2532,50.3429
G448,Hochst,Darmstadt,Hessen,8,8.9950307,49.8007957
G449,Kefenrod,Darmstadt,Hessen,8,9.21083,50.3447
G450,Langen,Darmstadt,Hessen,8,8.6634,49.9915
G451,Limeshain,Darmstadt,Hessen,8,8.99056,50.2606
G452,Linsengericht,Darmstadt,Hessen,8,9.21667,50.1667
G453,Lorsch,Darmstadt,Hessen,8,8.5650614,49.6510898
G454,Meisenheim,Darmstadt,Hessen,8,NA,NA
G455,NA,Darmstadt,Hessen,8,NA,NA
G456,Neuberg,Darmstadt,Hessen,8,8.98333,50.2
G457,Niddatal,Darmstadt,Hessen,8,8.81362,50.2986
G458,Offenbach am Main,Darmstadt,Hessen,8,8.77608,50.0956
G459,Ortenberg,Darmstadt,Hessen,8,9.04902,50.3556
G460,Peterweil,Darmstadt,Hessen,8,NA,NA
G461,R?_sselsheim,Darmstadt,Hessen,8,8.4217,49.9888
G462,Rodenbach,Darmstadt,Hessen,8,9.06012,50.1313
G463,Rodenbergen,Darmstadt,Hessen,8,NA,NA
G464,Russelsheim,Darmstadt,Hessen,8,8.4217,49.9887
G465,Schonrain,Darmstadt,Hessen,8,NA,NA
G466,Steinau an der stasse,Darmstadt,Hessen,8,9.4512418,50.3166763
G467,Wachtersbach,Darmstadt,Hessen,8,9.29189,50.255
G468,Dillenburg,Giessen,Hessen,8,8.2807631,50.7452841
G469,Langgons,Giessen,Hessen,8,8.66667,50.5
G470,Limburg,Giessen,Hessen,8,8.07958,50.3986
G471,Rabenau,Giessen,Hessen,8,8.86582,50.6747
G472,Villmar,Giessen,Hessen,8,8.19504,50.3942
G473,Lichtenfels,Kassel,Hessen,8,8.8,51.15
G474,Poppenhausen,Kassel,Hessen,8,10.1419,50.1008
G475,Domitz,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,8,11.2699357,53.1358097
G476,Goldberg,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,8,12.0857297,53.5900958
G477,NA,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,8,NA,NA
G478,Neubrandenburg,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,8,13.2779269,53.5678292
G479,Stralsund,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,8,13.0770347,54.3090654
G480,Wolgast,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,8,13.7665592,54.0496018
G481,NA,NA,NA,8,NA,NA
G482,Braunschweig,Braunschweig,Niedersachsen,8,10.5267696,52.2688736
G483,Lutter am Barenberge,Braunschweig,Niedersachsen,8,10.2678979,51.9893213
G484,Sieveshausen,Braunschweig,Niedersachsen,8,9.655833,51.769722
G485,Wolfenbuttel,Braunschweig,Niedersachsen,8,10.5408484,52.1640413
G486,Hessisch Oldendorf,Hannover,Niedersachsen,8,9.2459403,52.1715493
G487,Hildesheim,Hannover,Niedersachsen,8,9.9579652,52.154778
G488,Rossing,Hannover,Niedersachsen,8,9.813056,52.183889
G489,Stade,Luneburg,Niedersachsen,8,9.4709494,53.5928618
G490,Jemgum,Weser-Ems,Niedersachsen,8,7.3849319,53.2682267
G491,Lingen,Weser-Ems,Niedersachsen,8,7.323279,52.52306
G492,Oldenburg,Weser-Ems,Niedersachsen,8,8.2145521,53.1434501
G493,Anrochte,Arnsberg,Nordrhein-Westfalen,8,8.32562,51.5622
G494,Arnsberg,Arnsberg,Nordrhein-Westfalen,8,8.05277,51.4073
G495,Attendorn,Arnsberg,Nordrhein-Westfalen,8,7.90494,51.1314
G496,Bad Fredeburg,Arnsberg,Nordrhein-Westfalen,8,8.31056,51.1914
G497,Balve,Arnsberg,Nordrhein-Westfalen,8,7.86462,51.3309
G498,Bilstein,Arnsberg,Nordrhein-Westfalen,8,8.02011,51.0943
G499,Drolshagen,Arnsberg,Nordrhein-Westfalen,8,7.77063,51.0245
G500,Finnentrop,Arnsberg,Nordrhein-Westfalen,8,7.97391,51.1736
G501,Hallenberg,Arnsberg,Nordrhein-Westfalen,8,8.61958,51.1127
G502,Marsberg,Arnsberg,Nordrhein-Westfalen,8,8.84746,51.4575
G503,Medebach,Arnsberg,Nordrhein-Westfalen,8,8.70034,51.2002
G504,Menden,Arnsberg,Nordrhein-Westfalen,8,7.79533,51.4377
G505,Meschede,Arnsberg,Nordrhein-Westfalen,8,8.28513,51.3511
G506,Olpe,Arnsberg,Nordrhein-Westfalen,8,7.85029,51.0282
G507,Padberg,Arnsberg,Nordrhein-Westfalen,8,8.76502,51.4055
G508,Schmallenberg,Arnsberg,Nordrhein-Westfalen,8,8.29079,51.1526
G509,Siegen,Arnsberg,Nordrhein-Westfalen,8,8.0209591,50.8838492
G510,Sundern,Arnsberg,Nordrhein-Westfalen,8,8.00351,51.3254
G511,Warstein,Arnsberg,Nordrhein-Westfalen,8,8.35577,51.4492
G512,Werl,Arnsberg,Nordrhein-Westfalen,8,7.91144,51.5584
G513,Winterberg,Arnsberg,Nordrhein-Westfalen,8,8.52758,51.1935
G514,Buren,Detmold,Nordrhein-Westfalen,8,8.55977,51.5509
G515,Paderborn,Detmold,Nordrhein-Westfalen,8,8.7575093,51.7189205
G516,Vlotho,Detmold,Nordrhein-Westfalen,8,8.8560945,52.1605973
G517,Angermund,Dusseldorf,Nordrhein-Westfalen,8,6.7734556,51.2277411
G518,Goch,Dusseldorf,Nordrhein-Westfalen,8,6.1565522,51.679984
G519,Kempen,Dusseldorf,Nordrhein-Westfalen,8,6.4205309,51.3649942
G520,Mulheim,Dusseldorf,Nordrhein-Westfalen,8,6.8845226,51.4185682
G521,Neuss,Dusseldorf,Nordrhein-Westfalen,8,6.6879511,51.2041968
G522,Ratingen,Dusseldorf,Nordrhein-Westfalen,8,6.8401844,51.2964148
G523,Rheinberg,Dusseldorf,Nordrhein-Westfalen,8,6.5899097,51.5460798
G524,Wesel,Dusseldorf,Nordrhein-Westfalen,8,6.6295679,51.6643079
G525,Aachen,Koln,Nordrhein-Westfalen,8,6.0838868,50.7753455
G526,Aachen,Koln,Nordrhein-Westfalen,8,6.0838868,50.7753455
G527,Bergheim,Koln,Nordrhein-Westfalen,8,6.6555022,50.9451945
G528,Bonn,Koln,Nordrhein-Westfalen,8,7.0982068,50.73743
G529,Cologne,Koln,Nordrhein-Westfalen,8,6.9602786,50.937531
G530,Julich,Koln,Nordrhein-Westfalen,8,6.3639119,50.9224226
G531,Stadtlohn,Munster,Nordrhein-Westfalen,8,6.9137972,51.9920909
G532,Pfeddersheim,Rheinland-Pfalz,Rheinhessen-Pfalz,8,8.273839,49.6372769
G533,Landau,Koblenz,Rheinland-Pfalz,8,8.11856,49.1989
G534,NA,Koblenz,Rheinland-Pfalz,8,NA,NA
G535,Rothenbach,Koblenz,Rheinland-Pfalz,8,7.9014677,50.5650804
G536,Holzhausen,NA,Rheinland-Pfalz,8,NA,NA
G537,Landstuhl,NA,Rheinland-Pfalz,8,7.5709052,49.4141464
G538,Monsheim,NA,Rheinland-Pfalz,8,NA,NA
G539,Schill-berg,NA,Rheinland-Pfalz,8,NA,NA
G540,Weselberg,NA,Rheinland-Pfalz,8,NA,NA
G541,Winningen,NA,Rheinland-Pfalz,8,NA,NA
G542,Frankenthal,Rheinhessen-Pfalz,Rheinland-Pfalz,8,8.35,49.533333
G543,Landstuhl,Rheinhessen-Pfalz,Rheinland-Pfalz,8,7.5709052,49.4141464
G544,Mainz,Rheinhessen-Pfalz,Rheinland-Pfalz,8,8.2472526,49.9928617
G545,Nieder-Hauenstein,Rheinhessen-Pfalz,Rheinland-Pfalz,8,7.845749,49.193323
G546,Pfeddersheim,Rheinhessen-Pfalz,Rheinland-Pfalz,8,8.273839,49.6372769
G547,Bitburg,Trier,Rheinland-Pfalz,8,6.52986,49.9664
G548,NA,Trier,Rheinland-Pfalz,8,NA,NA
G549,Trier,Trier,Rheinland-Pfalz,8,6.6371433,49.749992
G550,Homburg,Saarland,Saarland,8,7.33984,49.3296
G551,Merzig,Saarland,Saarland,8,6.64378,49.449
G552,Rehlingen-Siersburg,Saarland,Saarland,8,6.66652,49.3604
G553,Uberherrn,Saarland,Saarland,8,6.70061,49.2392
G554,Wallerfangen,Saarland,Saarland,8,6.71283,49.3276
G555,Chemnitz,Chemnitz,Sachsen,8,12.9213697,50.827845
G556,Frankenberg,Chemnitz,Sachsen,8,13.0404029,50.9090361
G557,Plauen,Chemnitz,Sachsen,8,12.1368679,50.4976133
G558,Zwickau,Chemnitz,Sachsen,8,12.4733725,50.7102169
G559,Bautzen,Dresden,Sachsen,8,14.4237749,51.182293
G560,Leipzig,Leipzig,Sachsen,8,12.37307,51.3397
G561,NA,NA,Sachsen,8,NA,NA
G562,Dessau-Rosslau,Dessau,Sachsen-Anhalt,8,12.24245,51.82224
G563,Wittenberg,Dessau,Sachsen-Anhalt,8,12.6279659,51.8739831
G564,Lutzen,Halle,Sachsen-Anhalt,8,12.1417687,51.2558562
G565,Magdeburg,Magdeburg,Sachsen-Anhalt,8,11.6276237,52.1205333
G566,NA,Magdeburg,Sachsen-Anhalt,8,NA,NA
G567,Groningen,NA,Sachsen-Anhalt,8,NA,NA
G568,Hecklingen,NA,Sachsen-Anhalt,8,NA,NA
G569,Fehmarn,Schleswig-Holstein,Schleswig-Holstein,8,11.1337406,54.4600619
G570,Gluckstadt,Schleswig-Holstein,Schleswig-Holstein,8,9.4260898,53.7911914
G571,Heiligenhafen,Schleswig-Holstein,Schleswig-Holstein,8,10.97561,54.3696799
G572,Bad Frankenhausen,Thuringen,Thuringen,8,11.1016361,51.3561014
G573,Muhlberg,Thuringen,Thuringen,8,10.824167,50.8675
G573,Brieisach,Freiburg,Baden-Wurttemberg,8,7.5836067,48.0348382
G574,Mittelfranken,Mittelfranken,Bayern,8,11.07675,49.45203
H0,NA,NA,NA,9,NA,NA
IR0,Bunratty,NA,Clare,10,-8.8111283,52.698874
IR1,Kilrush,NA,Clare,10,-9.4859374,52.6406999
IR2,Bandon,NA,Cork,10,-8.7318174,51.746124
IR3,Cork,NA,Cork,10,-8.4863157,51.8968917
IR4,Fermoy,NA,Cork,10,-8.2755611,52.1393605
IR5,Knocknanuss,NA,Cork,10,-8.8663731,51.6880388
IR6,Liscarroll,NA,Cork,10,-8.8041682,52.2600757
IR7,Macroom,NA,Cork,10,-8.9588478,51.9048039
IR8,NA,NA,Cork,10,NA,NA
IR9,Youghal,NA,Cork,10,-7.8471707,51.9542704
IR10,Donegal,NA,Donegal,10,-8.110546,54.6541972
IR11,Dublin,NA,Dublin,10,-6.2603097,53.3498053
IR12,Galway,NA,Galway,10,-9.0567905,53.270668
IR13,NA,NA,Kilkenny,10,NA,NA
IR14,Limerick,NA,Limerick,10,-8.6304975,52.6680204
IR15,Drogheda,NA,Louth,10,-6.3560985,53.717856
IR16,Julianstown,NA,Meath,10,-6.285651,53.6729374
IR17,Summerhill,NA,Meath,10,-6.7325147,53.4813655
IR18,Rathlin Island,Antrim,Northern Ireland,10,-6.20728,55.297949
IR19,Armagh,Armagh,Northern Ireland,10,-6.652792,54.3502798
IR20,Londonderry,Derry,Northern Ireland,10,-7.3085748,54.9966124
IR21,Benburb,Dungannon,Northern Ireland,10,-6.74394,54.41178
IR22,Lisburn,Lisburn,Northern Ireland,10,-6.0580106,54.516246
IR23,Newry,Newry and Mourne,Northern Ireland,10,-6.3402299,54.1751024
IR24,Clonmel,NA,Tipperary,10,-7.6902551,52.3558172
IR25,Waterford,NA,Waterford,10,-7.129167,52.256667
IR26,Duncannon,NA,Wexford,10,-6.9316371,52.2255552
IR27,Old Ross,NA,Wexford,10,-6.82663,52.39195
IR28,Wexford,NA,Wexford,10,-6.4633381,52.336916
IT0,Bologna,Bologna,Emilia-Romagna,11,11.3426163,44.494887
IT1,Ferrara,Ferrara,Emilia-Romagna,11,11.619787,44.8381237
IT2,Modena,Modena,Emilia-Romagna,11,10.9200867,44.6488366
IT3,Parma,Parma,Emilia-Romagna,11,10.3279036,44.801485
IT4,Rome,Roma,Lazio,11,12.4963655,41.9027835
IT5,Brescia,Brescia,Lombardia,11,10.2118019,45.5415526
IT6,Edolo,Brescia,Lombardia,11,10.3298933,46.1804266
IT7,Villabuona,Brescia,Lombardia,11,9.9181521,45.355516
IT8,Como,Como,Lombardia,11,9.085176,45.80806
IT9,Cremona,Cremona,Lombardia,11,10.0226511,45.133249
IT10,Mantua,Mantua,Lombardia,11,10.7913751,45.1564168
IT11,Milan,Milano,Lombardia,11,9.1859243,45.4654219
IT12,Brema,Pavia,Lombardia,11,8.6304529,45.1330057
IT13,Bormio,Sondrio,Lombardia,11,10.3704671,46.4663571
IT14,Tornavento,Varese,Lombardia,11,8.7097632,45.5813483
IT15,Ancona,Ancona,Marche,11,13.518915,43.6158299
IT16,NA,NA,NA,11,NA,NA
IT17,Casale Monferrato,Alessandria,Piemonte,11,8.450503,45.1316088
IT18,Novara,Novara,Piemonte,11,8.6221612,45.44693
IT19,Avigliana,Torino,Piemonte,11,7.4016896,45.076291
IT20,Chieri,Torino,Piemonte,11,7.8275551,45.008885
IT21,NA,Torino,Piemonte,11,NA,NA
IT22,Turin,Torino,Piemonte,11,7.6868565,45.070312
IT23,Florence,Florence,Toscana,11,11.255814,43.76956
IT24,Isola del Giglio,Grosseto,Toscana,11,10.901604,42.353631
IT25,Orbetello,Grosseto,Toscana,11,11.2124083,42.4396474
IT26,Porto Azzurro,Livorno,Toscana,11,10.3947803,42.7632329
IT27,Pisa,Pisa,Toscana,11,10.4016888,43.7228386
IT28,Siena,Siena,Toscana,11,11.3307574,43.318809
IT29,Brixen,Bolzano,Trentino-Alto Adige,11,11.657244,46.717705
IT30,Salurn,Bolzano,Trentino-Alto Adige,11,11.21819,46.239346
IT31,NA,Perugia,Umbria,11,NA,NA
IT32,Perugia,Perugia,Umbria,11,12.3908279,43.1107168
IT33,Todi,Perugia,Umbria,11,12.4065686,42.7819352
IT34,Portogruaro,Venezia,Veneto,11,12.837399,45.780576
IT35,Venice,Venezia,Veneto,11,12.315515,45.440847
IT36,Monte Baldo,Verona,Veneto,11,10.7730519,45.5670961
LU0,Grevenmacher,Grevenmacher,Grevenmacher,12,6.44076,49.6808
LU1,Remich,Remich,Grevenmacher,12,6.36742,49.545
LU2,Luxembourg,Luxembourg,Luxembourg,12,6.13193,49.6116
LU3,NA,NA,NA,12,NA,NA
NE0,Schokland,Noordoostpolder,Flevoland,13,NA,NA
NE1,Kollum,Kollumerland c.a.,Friesland,13,6.1477459,53.2801424
NE2,Terschelling,Terschelling,Friesland,13,NA,NA
NE3,Vlieland,Vlieland,Friesland,13,NA,NA
NE4,Bredevoort,Aalten,Gelderland,13,6.6184985,51.9421422
NE5,Buren,Buren,Gelderland,13,5.3340584,51.9103889
NE6,Groenlo,Groenlo,Gelderland,13,6.6113711,52.0419627
NE7,NA,NA,Gelderland,13,NA,NA
NE8,Putten,Putten,Gelderland,13,5.6053727,52.258676
NE9,Zutphen,Warnsveld,Gelderland,13,6.1960584,52.142736
NE10,Groningen,Groningen,Groningen,13,6.5665018,53.2193835
NE11,Heiligerlee,Reiderland,Groningen,13,7.0118901,53.1549624
NE12,Venlo,Arcen en Velden,Limburg,13,6.1724031,51.3703748
NE13,Maastricht,Maastricht,Limburg,13,5.6909725,50.8513682
NE14,Mook en Middelaar,Mook en Middelaar,Limburg,13,5.8962161,51.7521696
NE15,NA,NA,NA,13,NA,NA
NE16,Drongelen,Aalburg,Noord-Brabant,13,NA,NA
NE17,Bergen op Zoom,Bergen op Zoom,Noord-Brabant,13,4.2871622,51.4945758
NE18,Breda,Breda,Noord-Brabant,13,4.7769505,51.58307
NE19,Eindhoven,Eindhoven,Noord-Brabant,13,5.4697225,51.441642
NE20,Geertruidenberg,Geertruidenberg,Noord-Brabant,13,NA,NA
NE21,Grave,Grave,Noord-Brabant,13,5.7383579,51.7589248
NE22,Heusden,Heusden,Noord-Brabant,13,NA,NA
NE23,s-Hertogenbosch,'s-Hertogenbosch,Noord-Brabant,13,5.3036748,51.6978162
NE24,Steenbergen,Steenbergen,Noord-Brabant,13,4.3155991,51.5812395
NE25,Werkendam,Werkendam,Noord-Brabant,13,NA,NA
NE26,Aalsmeer,Aalsmeer,Noord-Holland,13,NA,NA
NE27,Alkmaar,Alkmaar,Noord-Holland,13,4.7533754,52.6323813
NE28,Amsterdam,Amsterdam,Noord-Holland,13,NA,NA
NE29,Ijsselmeer,Andijk,Noord-Holland,13,5.3235903,52.7978321
NE30,Barsingerhorn,Anna Paulowna,Noord-Holland,13,NA,NA
NE31,Bennebroek,Bennebroek,Noord-Holland,13,NA,NA
NE32,Bergen,Bergen,Noord-Holland,13,NA,NA
NE33,Beverwijk,Beverwijk,Noord-Holland,13,NA,NA
NE34,Wijk aan Zee,Beverwijk,Noord-Holland,13,NA,NA
NE35,Schellinkhout,Drechterland,Noord-Holland,13,NA,NA
NE36,Edam,Edam-Volendam,Noord-Holland,13,NA,NA
NE37,Enkhuizen,Enkhuizen,Noord-Holland,13,NA,NA
NE38,Haarlem,Haarlem,Noord-Holland,13,4.6462194,52.3873878
NE39,Heemstede,Heemstede,Noord-Holland,13,NA,NA
NE40,Heiloo,Heiloo,Noord-Holland,13,NA,NA
NE41,Hoorn,Hoorn,Noord-Holland,13,NA,NA
NE42,Huizen,Huizen,Noord-Holland,13,NA,NA
NE43,Medemblik,Medemblik,Noord-Holland,13,5.1069179,52.7674467
NE44,Muiden,Muiden,Noord-Holland,13,NA,NA
NE45,Naarden,Naarden,Noord-Holland,13,5.1604238,52.2952549
NE46,Purmerend,Purmerend,Noord-Holland,13,NA,NA
NE47,Krabbendam,Schagen,Noord-Holland,13,NA,NA
NE48,Watergang,Waterland,Noord-Holland,13,NA,NA
NE49,Abbekerk,Wognum,Noord-Holland,13,NA,NA
NE50,Deventer,Bathmen,Overijssel,13,6.1552165,52.2660751
NE51,Enschede,Enschede,Overijssel,13,6.8936619,52.2215372
NE52,Hardenberg,Hardenberg,Overijssel,13,6.6166947,52.5754084
NE53,Oldenzaal,Oldenzaal,Overijssel,13,6.9268283,52.3116551
NE54,Steenwijk,Steenwijkerland,Overijssel,13,6.1180686,52.7868939
NE55,Lange Linschoten,Oudewater,Utrecht,13,NA,NA
NE56,Oudewater,Oudewater,Utrecht,13,NA,NA
NE57,Utrecht,Utrecht,Utrecht,13,5.1214201,52.0907374
NE58,Walcheren,Utrecht,Utrecht,13,5.1369542,52.0604289
NE59,Woerden,Woerden,Utrecht,13,NA,NA
NE60,Borssele,Borsele,Zeeland,13,3.73367,51.4257
NE61,Goes,Goes,Zeeland,13,3.89113,51.5046
NE62,Hulst,Hulst,Zeeland,13,4.0548869,51.2806907
NE63,Middelburg,Middelburg,Zeeland,13,3.610998,51.4987962
NE64,Reimerswaal,Reimerswaal,Zeeland,13,4.15445,51.41
NE65,Reimerswaal,Reimerswaal,Zeeland,13,4.1544478,51.4100025
NE66,Ouwerkerk,Schouwen-Duiveland,Zeeland,13,3.98342,51.626
NE67,Zierikzee,Schouwen-Duiveland,Zeeland,13,3.9184977,51.6501218
NE68,Breskens,Sluis,Zeeland,13,3.55588,51.3945
NE69,Sluis,Sluis,Zeeland,13,3.3879195,51.3086558
NE70,Axel,Terneuzen,Zeeland,13,3.9094234,51.2668789
NE71,Biervliet,Terneuzen,Zeeland,13,3.6856,51.3286
NE72,Hoek,Terneuzen,Zeeland,13,3.78072,51.3117
NE73,Sas Van Gent,Terneuzen,Zeeland,13,3.7999937,51.2276878
NE74,Scherpenisse,Tholen,Zeeland,13,4.10403,51.5463
NE75,Sint-Annaland,Tholen,Zeeland,13,4.10332,51.5999
NE76,Sint-Maartensdijk,Tholen,Zeeland,13,4.07672,51.5491
NE77,Tholen,Tholen,Zeeland,13,4.2162383,51.5332946
NE78,Domburg,Veere,Zeeland,13,3.49986,51.5635
NE79,Veere,Veere,Zeeland,13,3.66601,51.5483
NE80,Vrouwenpolder,Veere,Zeeland,13,3.61875,51.5773
NE81,Vlissingen,Vlissingen,Zeeland,13,3.5709125,51.4536672
NE82,Bergambacht,Bergambacht,Zuid-Holland,13,NA,NA
NE83,Oudenhhorn,Bernisse,Zuid-Holland,13,NA,NA
NE84,Brielle,Brielle,Zuid-Holland,13,4.1636846,51.902582
NE85,Zwartewaal,Brielle,Zuid-Holland,13,NA,NA
NE86,Delft,Delft,Zuid-Holland,13,NA,NA
NE87,Goedereede,Dirksland,Zuid-Holland,13,NA,NA
NE88,Ooltgensplaat,Dirksland,Zuid-Holland,13,NA,NA
NE89,Dordrecht,Dordrecht,Zuid-Holland,13,4.690093,51.813298
NE90,Arkel,Giessenlanden,Zuid-Holland,13,NA,NA
NE91,Gorinchem,Gorinchem,Zuid-Holland,13,NA,NA
NE92,Gouda,Gouda,Zuid-Holland,13,4.7104633,52.0115205
NE93,Gouda,Gouda,Zuid-Holland,13,NA,NA
NE94,Hardinxveld-Giessendam,Hardinxveld-Giessendam,Zuid-Holland,13,NA,NA
NE95,Hellevoetsluis,Hellevoetsluis,Zuid-Holland,13,NA,NA
NE96,Hendrik-Ido-Ambacht,Hendrik-Ido-Ambacht,Zuid-Holland,13,NA,NA
NE97,Leimuiden,Jacobswoude,Zuid-Holland,13,NA,NA
NE98,Haastrecht,Krimpen aan den IJssel,Zuid-Holland,13,NA,NA
NE99,Leiden,Leiden,Zuid-Holland,13,4.4970097,52.1601144
NE100,Voorburg,Leidschendam-Voorburg,Zuid-Holland,13,NA,NA
NE101,Langerak,Liesveld,Zuid-Holland,13,NA,NA
NE102,Maassluis,Maassluis,Zuid-Holland,13,NA,NA
NE103,Moordrecht,Moordrecht,Zuid-Holland,13,NA,NA
NE104,Zevenhuizen,Moordrecht,Zuid-Holland,13,NA,NA
NE105,Groot-Ammers,Nieuw-Lekkerland,Zuid-Holland,13,NA,NA
NE106,Molenwaard,Nieuw-Lekkerland,Zuid-Holland,13,NA,NA
NE107,Noordwijk,Noordwijk,Zuid-Holland,13,NA,NA
NE108,Ridderkerk,Ridderkerk,Zuid-Holland,13,NA,NA
NE109,Rijsoord,Ridderkerk,Zuid-Holland,13,NA,NA
NE110,Rotterdam,Rotterdam,Zuid-Holland,13,NA,NA
NE111,Schiedam,Schiedam,Zuid-Holland,13,NA,NA
NE112,Midden-Delfland,Schipluiden,Zuid-Holland,13,NA,NA
NE113,Schoonhoven,Schoonhoven,Zuid-Holland,13,4.8432204,51.9525204
NE114,Mijnsheerenland,'s-Gravendeel,Zuid-Holland,13,NA,NA
NE115,The Hague,'s-Gravenhage,Zuid-Holland,13,NA,NA
NE116,Spijkenisse,Spijkenisse,Zuid-Holland,13,NA,NA
NE117,Vlaardingen,Vlaardingen,Zuid-Holland,13,NA,NA
NE118,s-Gravenzande,Wateringen,Zuid-Holland,13,NA,NA
NE119,Zwijndrecht,Zwijndrecht,Zuid-Holland,13,NA,NA
NO0,NA,NA,NA,14,NA,NA
PO0,Poznan,Poznan City,Greater Poland,15,16.9251681,52.406374
PO1,Klodzko,Klodzko,Lower Silesian,15,16.6613941,50.4345636
PO2,Legnica,Legnica,Lower Silesian,15,16.1553231,51.2070067
PO3,Swidnica,Swidnica,Lower Silesian,15,16.475679,50.849843
PO4,Breslau,Wroclaw,Lower Silesian,15,17.0385376,51.1078852
PO5,Braunsberg,Braniewo,Warmian-Masurian,15,19.8200536,54.3797128
POR0,Cape St. Vincent,Vila do Bispo,Faro,16,-8.9964565,37.0230468
SP0,Cabo de Gata,Almeria,Andalucia,17,-2.2422484,36.7817465
SP1,Miranda de Ebro,Burgos,Castilla y Leon,17,-2.94507,42.687
SP2,Barcelona,Barcelona,Cataluna,17,2.1734035,41.3850639
SP3,Vic,Barcelona,Cataluna,17,2.2544335,41.9304373
SP4,Rosas,Girona,Cataluna,17,3.208099,42.26052
SP5,Lleida,Lleida,Cataluna,17,0.6200146,41.6175899
SP6,Arribe,Navarra,Comunidad Foral de Navarra,17,-1.98387,43.0357
SP7,Bera,Navarra,Comunidad Foral de Navarra,17,-1.683,43.2809
SP8,Donamaria,Navarra,Comunidad Foral de Navarra,17,-1.67334,43.1119
SP9,Doneztebe,Navarra,Comunidad Foral de Navarra,17,-1.67182,43.1329
SP10,Erratzu,Navarra,Comunidad Foral de Navarra,17,-1.45679,43.1823
SP11,Etxalar,Navarra,Comunidad Foral de Navarra,17,-1.63782,43.2338
SP12,Igantzi,Navarra,Comunidad Foral de Navarra,17,-1.70098,43.2256
SP13,Legasa,Navarra,Comunidad Foral de Navarra,17,-1.64458,43.13
SP14,Lesaka,Navarra,Comunidad Foral de Navarra,17,-1.70219,43.2474
SP15,Lezaeta,Navarra,Comunidad Foral de Navarra,17,-1.95528,43.0272
SP16,Pamplona,Navarra,Comunidad Foral de Navarra,17,-1.64577,42.8125
SP17,Sunbilla,Navarra,Comunidad Foral de Navarra,17,-1.6706,43.1644
SP18,Tafalla,Navarra,Comunidad Foral de Navarra,17,-1.67768,42.5268
SP19,Zubieta,Navarra,Comunidad Foral de Navarra,17,-1.74232,43.1246
SP20,Zugarramurdi,Navarra,Comunidad Foral de Navarra,17,-1.53993,43.2699
SP21,Gibraltar,NA,NA,17,-5.353585,36.140751
SP22,Alegria-Dulantzi,Alava,Pais Vasco,17,-2.51268,42.841
SP23,Bastida,Alava,Pais Vasco,17,-2.79566,42.5899
SP24,Eguino Entitatea,Alava,Pais Vasco,17,-2.25385,42.8641
SP25,Andoain,Guipuzcoa,Pais Vasco,17,-2.0212,43.2186
SP26,Errenteria,Guipuzcoa,Pais Vasco,17,-1.89128,43.3081
SP27,Fuenterrabia,Guipuzcoa,Pais Vasco,17,-1.8001488,43.3708434
SP28,Gaztelu,Guipuzcoa,Pais Vasco,17,-2.02395,43.116
