Juicio_ID,Ano,Decada,Siglo,Juzgado,Muertos,Fuente_ID,Lugar_ID
1,1300,1300,1300,1,NA,35,G17
2,1300,1300,1300,1,0,30,G574
3,1301,1300,1300,1,0,30,UK100
4,1302,1300,1300,1,0,30,UK23
5,1302,1300,1300,1,0,30,UK23
6,1303,1300,1300,1,0,30,FR137
7,1304,1300,1300,1,0,30,FR149
8,1306,1300,1300,1,0,30,FR137
9,1307,1300,1300,36,36,19,FR137
10,1308,1300,1300,1,NA,30,FR47
11,1308,1300,1300,3,2,30,FR76
12,1310,1310,1300,54,54,19,FR137
13,1311,1310,1300,1,0,30,UK63
14,1314,1310,1300,1,1,30,UK68
15,1314,1310,1300,1,NA,30,FR76
16,1314,1310,1300,39,39,19,FR137
17,1314,1310,1300,1,1,19,FR137
18,1315,1310,1300,1,NA,30,A2
19,1315,1310,1300,1,0,30,FR50
20,1315,1310,1300,3,3,30,FR76
21,1315,1310,1300,3,3,30,FR137
22,1316,1310,1300,1,NA,19,FR137
23,1316,1310,1300,1,NA,30,FR137
24,1317,1310,1300,1,NA,30,FR76
25,1317,1310,1300,1,0,30,FR137
26,1317,1310,1300,1,1,30,FR176
27,1318,1310,1300,1,NA,30,FR176
28,1318,1310,1300,1,NA,30,FR176
29,1319,1310,1300,1,NA,30,FR76
30,1319,1310,1300,1,0,30,FR84
31,1319,1310,1300,1,0,19,FR137
32,1319,1310,1300,1,NA,30,FR137
33,1320,1320,1300,1,NA,30,IT15
34,1320,1320,1300,2,NA,30,FR176
35,1321,1320,1300,6,NA,30,FR131
36,1322,1320,1300,1,0,30,NE57
37,1322,1320,1300,1,1,30,G183
38,1323,1320,1300,1,NA,30,A0
39,1323,1320,1300,2,1,30,FR78
40,1323,1320,1300,2,NA,30,FR133
41,1323,1320,1300,1,NA,30,FR135
42,1324,1320,1300,12,1,30,IR13
43,1325,1320,1300,28,NA,30,UK100
44,1326,1320,1300,1,NA,30,A0
45,1326,1320,1300,3,1,19,FR13
46,1326,1320,1300,3,1,30,FR13
47,1326,1320,1300,1,NA,19,FR133
48,1326,1320,1300,1,0,30,FR133
49,1326,1320,1300,1,NA,30,G529
50,1327,1320,1300,1,NA,30,A0
51,1327,1320,1300,1,NA,19,FR137
52,1327,1320,1300,1,NA,30,FR137
53,1329,1320,1300,1,0,30,FR84
54,1330,1330,1300,1,NA,30,UK53
55,1330,1330,1300,1,1,19,FR84
56,1330,1330,1300,1,1,19,FR84
57,1330,1330,1300,1,1,19,FR84
58,1331,1330,1300,3,NA,30,UK65
59,1331,1330,1300,1,0,19,FR137
60,1331,1330,1300,1,1,19,FR137
61,1331,1330,1300,1,NA,19,FR137
62,1331,1330,1300,2,NA,30,FR137
63,1331,1330,1300,1,0,30,FR184
64,1335,1330,1300,1,1,19,FR84
65,1335,1330,1300,1,1,19,FR84
66,1335,1330,1300,1,1,19,FR84
67,1335,1330,1300,1,1,19,FR133
68,1335,1330,1300,1,1,19,FR133
69,1336,1330,1300,6,NA,30,FR48
70,1336,1330,1300,1,NA,30,FR76
71,1336,1330,1300,1,NA,30,FR176
72,1336,1330,1300,2,NA,30,FR176
73,1336,1330,1300,14,14,30,G423
74,1337,1330,1300,1,0,30,UK45
75,1337,1330,1300,2,NA,30,FR86
76,1338,1330,1300,1,NA,30,A0
77,1338,1330,1300,2,NA,30,FR176
78,1339,1330,1300,5,NA,30,FR132
79,1340,1340,1300,1,NA,30,A7
80,1340,1340,1300,1,NA,30,IT18
81,1340,1340,1300,2,NA,19,FR137
82,1343,1340,1300,1,NA,16,G224
83,1347,1340,1300,1,0,30,FR89
84,1347,1340,1300,1,0,30,G317
85,1349,1340,1300,1,NA,16,G224
86,1349,1340,1300,1,0,30,G224
87,1350,1350,1300,2,NA,30,CR1
88,1353,1350,1300,1,0,30,FR5
89,1353,1350,1300,2,0,30,FR5
90,1360,1360,1300,1,NA,30,IT8
91,1366,1360,1300,1,1,30,UK68
92,1371,1370,1300,2,0,47,NE16
93,1371,1370,1300,2,1,30,IT30
94,1371,1370,1300,1,0,30,UK65
95,1371,1370,1300,1,0,30,FR142
96,1371,1370,1300,1,NA,16,G328
97,1372,1370,1300,2,0,30,FR110
98,1372,1370,1300,4,4,30,FR137
99,1373,1370,1300,1,0,30,NE57
100,1375,1370,1300,1,0,30,IT16
101,1375,1370,1300,1,0,30,IT23
102,1375,1370,1300,1,0,30,IT23
103,1376,1370,1300,1,0,30,UK68
104,1379,1370,1300,1,NA,16,G224
105,1379,1370,1300,1,0,30,G224
106,1380,1380,1300,1,0,30,FR76
107,1381,1380,1300,1,NA,16,G224
108,1383,1380,1300,1,NA,30,IT28
109,1383,1380,1300,1,0,30,SWI51
110,1384,1380,1300,1,0,30,IT11
111,1384,1380,1300,1,1,30,IT23
112,1384,1380,1300,5,0,30,G428
113,1385,1380,1300,2,0,30,UK63
114,1385,1380,1300,1,0,30,FR142
115,1385,1380,1300,1,0,19,FR164
116,1385,1380,1300,1,0,30,G224
117,1386,1380,1300,1,NA,16,G308
118,1386,1380,1300,1,NA,16,G328
119,1387,1380,1300,1,NA,30,IT22
120,1388,1380,1300,1,1,30,UK63
121,1389,1380,1300,1,0,30,B0
122,1390,1390,1300,1,1,30,IT11
123,1390,1390,1300,1,1,30,IT11
124,1390,1390,1300,1,1,30,FR19
125,1390,1390,1300,2,2,30,FR76
126,1390,1390,1300,2,2,30,FR76
127,1390,1390,1300,1,NA,30,FR163
128,1392,1390,1300,1,0,30,SWI16
129,1392,1390,1300,1,0,30,FR137
130,1392,1390,1300,1,0,30,G317
131,1392,1390,1300,1,NA,16,G328
132,1393,1390,1300,1,0,30,FR16
133,1394,1390,1300,1,0,30,IT23
134,1395,1390,1300,1,NA,30,SWI43
135,1396,1390,1300,1,0,30,SWI16
136,1396,1390,1300,1,0,30,IT23
137,1397,1390,1300,1,1,30,SWI33
138,1397,1390,1300,2,2,30,FR76
139,1397,1390,1300,2,0,30,FR76
140,1398,1390,1300,1,0,30,SWI29
141,1398,1390,1300,1,1,30,FR76
142,1399,1390,1300,1,0,30,SWI9
143,1399,1390,1300,1,1,30,IT34
144,1399,1390,1300,1,1,30,FR76
145,1399,1390,1300,1,1,30,G422
146,1400,1400,1400,1,0,30,SWI29
147,1400,1400,1400,1,0,19,FR76
148,1400,1400,1400,1,1,48,G561
149,1401,1400,1400,1,NA,30,SWI19
150,1401,1400,1400,1,0,19,FR137
151,1401,1400,1400,1,NA,30,FR137
152,1401,1400,1400,1,0,30,FR140
153,1401,1400,1400,2,NA,16,G328
154,1401,1400,1400,1,0,30,G515
155,1402,1400,1400,1,0,30,SWI29
156,1404,1400,1400,1,0,30,IT23
157,1404,1400,1400,4,4,19,FR76
158,1404,1400,1400,1,NA,19,FR76
159,1404,1400,1400,1,0,30,FR76
160,1404,1400,1400,4,4,30,FR76
161,1406,1400,1400,1,0,30,SWI29
162,1406,1400,1400,1,0,30,SWI67
163,1406,1400,1400,2,0,30,FR137
164,1406,1400,1400,2,0,30,G317
165,1406,1400,1400,1,1,30,G422
166,1407,1400,1400,1,0,30,SWI9
167,1407,1400,1400,1,0,30,FR83
168,1407,1400,1400,1,0,19,FR137
169,1408,1400,1400,1,0,30,FR137
170,1409,1400,1400,3,0,30,NE0
171,1409,1400,1400,1,0,30,IT27
172,1409,1400,1400,1,0,30,G439
173,1410,1410,1400,1,0,30,FR84
174,1410,1410,1400,2,1,48,G561
175,1412,1410,1400,1,0,30,IT23
176,1414,1410,1400,1,0,30,SWI9
177,1415,1410,1400,1,NA,16,G328
178,1416,1410,1400,2,0,30,SWI9
179,1416,1410,1400,1,NA,16,G316
180,1417,1410,1400,1,0,30,B56
181,1417,1410,1400,1,0,30,NE57
182,1417,1410,1400,1,1,30,FR186
183,1417,1410,1400,1,NA,16,G290
184,1417,1410,1400,1,0,30,G290
185,1419,1410,1400,1,0,30,SWI29
186,1419,1410,1400,1,0,30,UK50
187,1419,1410,1400,1,0,30,UK68
188,1420,1420,1400,1,1,30,IT4
189,1420,1420,1400,100,100,19,SWI33
190,1420,1420,1400,1,1,30,SWI33
191,1420,1420,1400,1,NA,16,G316
192,1420,1420,1400,1,0,48,G561
193,1421,1420,1400,2,0,30,IT23
194,1421,1420,1400,1,NA,16,G279
195,1421,1420,1400,1,0,30,G279
196,1421,1420,1400,1,0,30,G387
197,1422,1420,1400,1,0,30,IT35
198,1423,1420,1400,1,0,30,NE8
199,1423,1420,1400,1,1,15,SWI30
200,1423,1420,1400,1,1,30,SWI30
201,1423,1420,1400,1,0,30,NE57
202,1423,1420,1400,1,1,30,G422
203,1423,1420,1400,1,1,30,G545
204,1424,1420,1400,1,1,30,IT4
205,1424,1420,1400,1,0,30,SWI29
206,1424,1420,1400,1,0,30,G558
207,1426,1420,1400,2,0,30,SWI16
208,1426,1420,1400,1,0,30,SWI16
209,1426,1420,1400,2,NA,30,UK68
210,1427,1420,1400,1,1,30,IT23
211,1427,1420,1400,1,0,30,SWI33
212,1427,1420,1400,1,0,30,SWI74
213,1427,1420,1400,1,NA,16,G308
214,1428,1420,1400,1,1,30,IT33
215,1428,1420,1400,100,100,30,SWI65
216,1428,1420,1400,1,1,30,SWI65
217,1428,1420,1400,167,167,30,FR137
218,1430,1430,1400,1,0,30,SWI16
219,1430,1430,1400,1,0,30,SWI37
220,1430,1430,1400,7,0,30,UK63
221,1430,1430,1400,3,0,30,UK63
222,1430,1430,1400,1,NA,16,G316
223,1430,1430,1400,1,1,48,G561
224,1431,1430,1400,1,0,30,SWI55
225,1431,1430,1400,1,1,30,FR75
226,1431,1430,1400,1,NA,16,G308
227,1432,1430,1400,1,1,30,G32
228,1432,1430,1400,1,1,35,G32
229,1432,1430,1400,1,0,30,SWI55
230,1432,1430,1400,1,0,30,UK68
231,1433,1430,1400,1,0,30,SP2
232,1433,1430,1400,1,0,30,SWI9
233,1433,1430,1400,2,0,30,A10
234,1433,1430,1400,5,0,30,SWI29
235,1433,1430,1400,8,8,19,FR133
236,1434,1430,1400,1,0,30,SP2
237,1434,1430,1400,1,0,30,G317
238,1435,1430,1400,1,0,30,UK29
239,1435,1430,1400,1,0,30,FR84
240,1435,1430,1400,1,1,16,G343
241,1435,1430,1400,1,1,30,G343
242,1435,1430,1400,1,0,30,G529
243,1436,1430,1400,1,0,30,PO0
244,1436,1430,1400,1,0,30,A10
245,1436,1430,1400,2,NA,16,G328
246,1437,1430,1400,1,1,30,SWI16
247,1437,1430,1400,1,1,30,SWI16
248,1437,1430,1400,1,0,30,FR31
249,1437,1430,1400,1,1,30,FR33
250,1437,1430,1400,1,0,19,FR173
251,1437,1430,1400,1,1,30,FR173
252,1437,1430,1400,1,NA,16,G328
253,1438,1430,1400,2,2,30,SWI16
254,1438,1430,1400,1,1,19,FR30
255,1438,1430,1400,1,0,30,SWI68
256,1438,1430,1400,1,0,30,SWI68
257,1438,1430,1400,1,NA,19,FR137
258,1438,1430,1400,11,11,19,FR180
259,1438,1430,1400,1,1,30,FR183
260,1438,1430,1400,1,0,30,G317
261,1439,1430,1400,1,1,30,SWI37
262,1439,1430,1400,1,NA,30,FR76
263,1439,1430,1400,1,0,30,FR175
264,1440,1440,1400,6,5,30,SWI16
265,1440,1440,1400,2,NA,30,UK44
266,1440,1440,1400,1,0,30,FR137
267,1440,1440,1400,1,1,30,FR159
268,1441,1440,1400,1,NA,30,SWI11
269,1441,1440,1400,1,NA,30,SWI11
270,1441,1440,1400,3,2,30,UK63
271,1442,1440,1400,8,8,30,SWI16
272,1442,1440,1400,1,1,30,FR137
273,1444,1440,1400,1,1,30,SWI16
274,1444,1440,1400,2,NA,30,NE57
275,1444,1440,1400,1,0,30,UK63
276,1444,1440,1400,1,NA,30,SWI65
277,1444,1440,1400,1,1,30,FR147
278,1444,1440,1400,1,0,30,G317
279,1444,1440,1400,2,2,30,G432
280,1445,1440,1400,1,1,30,IT32
281,1445,1440,1400,1,0,30,NE57
282,1445,1440,1400,1,1,30,FR102
283,1445,1440,1400,2,2,16,G295
284,1446,1440,1400,1,1,30,G23
285,1446,1440,1400,2,2,35,G23
286,1446,1440,1400,2,0,30,UK29
287,1446,1440,1400,1,0,30,NE92
288,1446,1440,1400,3,3,19,FR137
289,1446,1440,1400,2,2,30,FR142
290,1446,1440,1400,1,1,30,FR181
291,1446,1440,1400,2,2,30,G422
292,1446,1440,1400,1,0,30,G529
293,1447,1440,1400,1,0,30,PO5
294,1447,1440,1400,1,NA,30,UK29
295,1447,1440,1400,1,NA,30,SWI65
296,1447,1440,1400,1,NA,30,FR75
297,1447,1440,1400,1,1,30,FR75
298,1447,1440,1400,1,0,30,UK76
299,1448,1440,1400,1,1,30,FR16
300,1448,1440,1400,1,1,30,SWI68
301,1448,1440,1400,1,NA,30,SWI68
302,1448,1440,1400,1,0,30,SWI68
303,1448,1440,1400,1,NA,30,SWI68
304,1448,1440,1400,2,0,15,SWI69
305,1448,1440,1400,1,0,47,NE92
306,1448,1440,1400,3,1,30,FR109
307,1448,1440,1400,1,0,47,NE115
308,1448,1440,1400,3,NA,30,G317
309,1449,1440,1400,2,NA,30,SWI64
310,1449,1440,1400,1,NA,30,SWI65
311,1449,1440,1400,1,NA,30,SWI68
312,1449,1440,1400,1,NA,30,FR184
313,1449,1440,1400,4,3,30,G489
314,1450,1450,1400,1,NA,30,G16
315,1450,1450,1400,1,NA,35,G16
316,1450,1450,1400,2,0,30,IT29
317,1450,1450,1400,1,NA,30,SWI29
318,1450,1450,1400,1,NA,30,SWI29
319,1450,1450,1400,1,NA,30,UK29
320,1450,1450,1400,1,0,24,NE64
321,1450,1450,1400,1,0,30,NE64
322,1450,1450,1400,1,NA,30,UK68
323,1450,1450,1400,1,0,30,FR137
324,1450,1450,1400,1,1,30,FR142
325,1450,1450,1400,1,NA,30,FR187
326,1450,1450,1400,1,NA,16,G328
327,1451,1450,1400,1,1,30,FR5
328,1451,1450,1400,1,NA,30,SWI9
329,1451,1450,1400,1,1,30,SWI9
330,1451,1450,1400,1,NA,30,UK29
331,1452,1450,1400,1,NA,30,FR16
332,1452,1450,1400,1,NA,30,UK29
333,1452,1450,1400,1,NA,30,FR32
334,1452,1450,1400,1,NA,30,FR80
335,1453,1450,1400,11,7,30,FR14
336,1453,1450,1400,3,1,30,G32
337,1453,1450,1400,2,2,35,G32
338,1453,1450,1400,1,1,30,SWI53
339,1453,1450,1400,1,NA,30,FR67
340,1453,1450,1400,1,1,30,FR84
341,1453,1450,1400,1,NA,16,G328
342,1453,1450,1400,1,NA,30,G328
343,1454,1450,1400,1,1,30,IT1
344,1454,1450,1400,1,NA,30,SWI11
345,1454,1450,1400,4,4,30,SWI16
346,1454,1450,1400,1,1,30,SWI29
347,1454,1450,1400,1,NA,30,SWI50
348,1454,1450,1400,2,1,15,SWI63
349,1454,1450,1400,2,NA,16,G308
350,1455,1450,1400,1,NA,30,IT6
351,1455,1450,1400,1,1,15,SWI57
352,1455,1450,1400,1,1,30,SWI57
353,1455,1450,1400,2,NA,30,FR137
354,1455,1450,1400,2,NA,30,FR142
355,1455,1450,1400,2,2,30,FR181
356,1456,1450,1400,1,1,30,SP3
357,1456,1450,1400,2,2,30,PO4
358,1456,1450,1400,1,NA,30,IT8
359,1456,1450,1400,1,0,30,NE89
360,1456,1450,1400,1,NA,30,FR111
361,1456,1450,1400,1,1,30,FR137
362,1456,1450,1400,1,1,30,FR188
363,1456,1450,1400,1,NA,30,G529
364,1457,1450,1400,1,0,30,PO4
365,1457,1450,1400,1,1,30,IT11
366,1457,1450,1400,1,1,30,SWI16
367,1457,1450,1400,1,NA,30,UK46
368,1457,1450,1400,32,NA,30,SWI55
369,1457,1450,1400,4,4,30,FR111
370,1457,1450,1400,1,0,30,FR137
371,1457,1450,1400,1,NA,30,FR142
372,1457,1450,1400,1,1,30,FR178
373,1457,1450,1400,1,1,30,FR178
374,1458,1450,1400,1,NA,30,SWI16
375,1458,1450,1400,1,1,30,G32
376,1458,1450,1400,2,2,35,G32
377,1458,1450,1400,1,1,30,SWI68
378,1458,1450,1400,2,NA,30,FR137
379,1458,1450,1400,1,NA,30,FR137
380,1458,1450,1400,3,3,30,FR180
381,1458,1450,1400,1,1,30,G432
382,1458,1450,1400,2,1,30,G468
383,1459,1450,1400,1,1,37,B27
384,1459,1450,1400,1,NA,30,B46
385,1459,1450,1400,1,1,15,SWI63
386,1459,1450,1400,1,NA,30,SWI65
387,1459,1450,1400,1,NA,30,SWI65
388,1459,1450,1400,1,NA,30,SWI68
389,1459,1450,1400,34,12,30,FR137
390,1459,1450,1400,1,1,30,FR180
391,1459,1450,1400,4,NA,30,FR182
392,1459,1450,1400,1,0,19,FR184
393,1459,1450,1400,1,NA,30,FR184
394,1460,1460,1400,1,1,30,SWI29
395,1460,1460,1400,1,1,19,FR140
396,1460,1460,1400,1,NA,30,FR147
397,1460,1460,1400,1,1,30,FR165
398,1460,1460,1400,1,NA,30,FR165
399,1460,1460,1400,1,1,30,FR165
400,1460,1460,1400,1,NA,30,FR185
401,1460,1460,1400,1,NA,16,G308
402,1460,1460,1400,1,NA,16,G328
403,1461,1460,1400,1,0,30,NE8
404,1461,1460,1400,1,1,30,SWI32
405,1461,1460,1400,1,1,30,SWI68
406,1461,1460,1400,1,NA,30,SWI68
407,1462,1460,1400,2,2,30,SWI16
408,1462,1460,1400,1,1,30,SWI65
409,1462,1460,1400,1,NA,30,SWI74
410,1462,1460,1400,1,0,30,SWI74
411,1462,1460,1400,8,8,30,FR180
412,1463,1460,1400,1,NA,30,SWI29
413,1463,1460,1400,1,NA,30,SWI29
414,1464,1460,1400,1,1,30,SWI68
415,1464,1460,1400,3,0,30,G317
416,1465,1460,1400,1,NA,30,SWI29
417,1465,1460,1400,2,NA,30,UK69
418,1465,1460,1400,1,0,30,FR137
419,1466,1460,1400,1,0,30,UK8
420,1466,1460,1400,1,NA,30,SWI12
421,1466,1460,1400,1,NA,30,IT31
422,1466,1460,1400,1,NA,30,SWI50
423,1466,1460,1400,1,1,30,FR142
424,1466,1460,1400,2,0,16,G223
425,1466,1460,1400,1,NA,30,G509
426,1467,1460,1400,1,NA,30,IT4
427,1467,1460,1400,1,0,30,IT5
428,1467,1460,1400,1,1,30,SWI11
429,1467,1460,1400,1,NA,30,SWI12
430,1467,1460,1400,1,NA,30,NE15
431,1467,1460,1400,1,1,16,G328
432,1468,1460,1400,1,NA,30,IT0
433,1468,1460,1400,2,0,30,PO4
434,1468,1460,1400,1,NA,30,NE15
435,1468,1460,1400,1,NA,30,B27
436,1468,1460,1400,1,1,37,B27
437,1468,1460,1400,1,1,37,B27
438,1468,1460,1400,1,1,37,B27
439,1468,1460,1400,1,1,46,B27
440,1468,1460,1400,1,1,46,B27
441,1468,1460,1400,1,1,46,B27
442,1468,1460,1400,1,1,37,B29
443,1468,1460,1400,1,1,37,B29
444,1468,1460,1400,1,0,30,G317
445,1469,1460,1400,1,NA,30,SWI29
446,1469,1460,1400,1,NA,30,SWI68
447,1469,1460,1400,1,NA,16,G224
448,1469,1460,1400,1,NA,30,G224
449,1469,1460,1400,1,NA,16,G308
450,1470,1470,1400,3,NA,30,LU3
451,1470,1470,1400,1,NA,30,FR16
452,1470,1470,1400,1,NA,30,UK68
453,1470,1470,1400,1,1,30,FR137
454,1470,1470,1400,1,NA,30,FR184
455,1470,1470,1400,1,NA,16,G328
456,1470,1470,1400,2,0,48,G561
457,1471,1470,1400,1,1,30,SWI11
458,1471,1470,1400,1,NA,30,SWI11
459,1471,1470,1400,1,NA,16,G238
460,1471,1470,1400,1,0,30,G317
461,1471,1470,1400,3,0,30,G439
462,1472,1470,1400,1,1,30,NE9
463,1472,1470,1400,1,NA,30,NE15
464,1472,1470,1400,3,3,30,IT21
465,1472,1470,1400,2,NA,30,B56
466,1472,1470,1400,1,NA,30,FR137
467,1472,1470,1400,1,NA,30,FR140
468,1472,1470,1400,1,NA,16,G238
469,1473,1470,1400,1,1,30,SWI4
470,1473,1470,1400,2,NA,30,SWI11
471,1473,1470,1400,14,NA,30,SWI11
472,1474,1470,1400,2,NA,30,IT21
473,1474,1470,1400,5,5,30,IT21
474,1474,1470,1400,1,0,30,G317
475,1475,1470,1400,1,NA,30,G23
476,1475,1470,1400,1,1,30,FR171
477,1475,1470,1400,1,0,30,G482
478,1476,1470,1400,1,0,30,SWI4
479,1476,1470,1400,1,0,30,IT5
480,1476,1470,1400,2,2,35,G9
481,1476,1470,1400,1,0,30,IT11
482,1476,1470,1400,1,0,30,UK63
483,1476,1470,1400,1,0,30,FR137
484,1477,1470,1400,1,1,19,FR16
485,1477,1470,1400,2,2,30,SWI16
486,1477,1470,1400,1,0,30,SWI29
487,1477,1470,1400,1,NA,30,SWI68
488,1477,1470,1400,1,NA,30,SWI68
489,1477,1470,1400,1,NA,30,SWI68
490,1477,1470,1400,1,1,30,FR101
491,1477,1470,1400,1,NA,30,FR137
492,1477,1470,1400,1,NA,16,G238
493,1477,1470,1400,1,0,30,G317
494,1477,1470,1400,2,2,30,G487
495,1478,1470,1400,1,1,30,FR4
496,1478,1470,1400,1,NA,30,SWI11
497,1478,1470,1400,1,NA,30,UK68
498,1478,1470,1400,1,NA,16,G238
499,1478,1470,1400,1,NA,16,G297
500,1478,1470,1400,1,NA,16,G316
501,1478,1470,1400,1,0,30,G316
502,1479,1470,1400,1,NA,30,SWI11
503,1479,1470,1400,1,NA,30,SWI11
504,1479,1470,1400,5,NA,30,SWI16
505,1479,1470,1400,1,1,30,FR33
506,1479,1470,1400,1,NA,30,SWI68
507,1479,1470,1400,1,1,30,UK147
508,1480,1480,1400,1,NA,30,IT5
509,1480,1480,1400,1,NA,30,IT5
510,1480,1480,1400,1,NA,35,G6
511,1480,1480,1400,1,NA,30,SWI11
512,1480,1480,1400,1,NA,35,G27
513,1480,1480,1400,1,NA,30,SWI29
514,1480,1480,1400,1,NA,35,G31
515,1480,1480,1400,1,NA,35,G64
516,1480,1480,1400,1,NA,30,UK65
517,1480,1480,1400,1,NA,30,SWI68
518,1480,1480,1400,1,NA,30,SWI68
519,1480,1480,1400,2,NA,30,FR178
520,1480,1480,1400,1,NA,16,G328
521,1480,1480,1400,1,0,48,G561
522,1481,1480,1400,1,1,30,PO4
523,1481,1480,1400,1,NA,30,SWI11
524,1481,1480,1400,4,4,19,SWI33
525,1481,1480,1400,1,1,30,FR33
526,1481,1480,1400,4,4,30,SWI37
527,1481,1480,1400,1,1,30,SWI59
528,1481,1480,1400,1,NA,30,UK63
529,1481,1480,1400,12,11,30,FR111
530,1481,1480,1400,1,NA,30,UK113
531,1481,1480,1400,1,1,30,FR120
532,1482,1480,1400,1,0,30,PO4
533,1482,1480,1400,1,1,30,SWI7
534,1482,1480,1400,1,NA,30,SWI11
535,1482,1480,1400,1,NA,30,SWI11
536,1482,1480,1400,2,NA,30,SWI16
537,1482,1480,1400,1,1,30,SWI17
538,1482,1480,1400,1,0,30,SWI29
539,1482,1480,1400,1,NA,30,SWI29
540,1482,1480,1400,1,NA,30,SWI29
541,1482,1480,1400,1,NA,30,SWI29
542,1482,1480,1400,1,1,30,SWI29
543,1482,1480,1400,40,NA,30,G32
544,1482,1480,1400,48,48,35,G32
545,1482,1480,1400,1,NA,30,SWI33
546,1482,1480,1400,1,1,30,SWI68
547,1482,1480,1400,4,4,19,FR111
548,1482,1480,1400,4,4,30,FR129
549,1482,1480,1400,1,1,30,G432
550,1483,1480,1400,1,1,30,FR33
551,1483,1480,1400,2,2,30,SWI68
552,1483,1480,1400,1,NA,30,SWI68
553,1483,1480,1400,2,NA,30,UK68
554,1483,1480,1400,1,NA,16,G245
555,1483,1480,1400,1,1,30,G529
556,1484,1480,1400,1,NA,30,FR184
557,1484,1480,1400,8,2,30,G202
558,1484,1480,1400,6,0,35,G202
559,1484,1480,1400,1,NA,16,G238
560,1484,1480,1400,1,NA,16,G356
561,1485,1480,1400,1,0,30,PO4
562,1485,1480,1400,57,NA,30,A9
563,1485,1480,1400,40,40,30,IT13
564,1485,1480,1400,2,2,19,FR162
565,1485,1480,1400,3,2,30,FR162
566,1485,1480,1400,1,1,30,FR181
567,1485,1480,1400,1,NA,16,G328
568,1485,1480,1400,1,0,30,G535
569,1486,1480,1400,1,NA,30,IT5
570,1486,1480,1400,1,0,30,SWI11
571,1486,1480,1400,1,NA,30,SWI29
572,1486,1480,1400,1,NA,30,SWI29
573,1486,1480,1400,2,0,30,G317
574,1486,1480,1400,1,1,30,G328
575,1486,1480,1400,1,1,30,G439
576,1486,1480,1400,1,NA,30,G529
577,1487,1480,1400,1,NA,30,SWI74
578,1487,1480,1400,1,0,30,FR157
579,1487,1480,1400,1,1,19,FR184
580,1487,1480,1400,2,2,30,G529
581,1488,1480,1400,1,0,30,FR16
582,1488,1480,1400,1,0,30,FR16
583,1488,1480,1400,2,2,30,SWI66
584,1488,1480,1400,1,1,19,FR111
585,1488,1480,1400,3,3,19,FR111
586,1488,1480,1400,1,1,19,FR111
587,1488,1480,1400,35,29,30,FR111
588,1488,1480,1400,1,0,30,G529
589,1489,1480,1400,1,NA,30,SWI0
590,1489,1480,1400,1,NA,30,FR16
591,1489,1480,1400,1,NA,30,FR16
592,1489,1480,1400,1,NA,30,FR16
593,1489,1480,1400,1,NA,30,FR16
594,1489,1480,1400,1,NA,30,FR16
595,1489,1480,1400,1,NA,30,FR16
596,1489,1480,1400,1,NA,30,SWI29
597,1489,1480,1400,1,0,30,G317
598,1490,1490,1400,1,NA,30,SWI29
599,1490,1490,1400,1,1,30,SWI29
600,1490,1490,1400,1,NA,30,SWI29
601,1490,1490,1400,2,2,30,SWI29
602,1490,1490,1400,1,1,30,SWI50
603,1490,1490,1400,1,1,30,SWI50
604,1490,1490,1400,1,NA,30,UK63
605,1490,1490,1400,1,1,30,FR179
606,1490,1490,1400,1,NA,16,G238
607,1490,1490,1400,6,5,48,G561
608,1491,1490,1400,3,NA,30,NE9
609,1491,1490,1400,1,0,30,FR16
610,1491,1490,1400,1,NA,30,SWI29
611,1491,1490,1400,1,NA,30,SWI29
612,1491,1490,1400,1,1,30,SWI37
613,1491,1490,1400,1,NA,30,FR85
614,1491,1490,1400,2,NA,30,G96
615,1491,1490,1400,1,NA,35,G96
616,1491,1490,1400,1,1,35,G215
617,1491,1490,1400,1,1,30,G383
618,1491,1490,1400,1,NA,30,G527
619,1492,1490,1400,1,0,30,FR16
620,1492,1490,1400,1,0,30,UK63
621,1492,1490,1400,30,30,30,G548
622,1493,1490,1400,1,0,30,FR16
623,1493,1490,1400,1,1,30,SWI16
624,1493,1490,1400,1,0,30,SWI29
625,1493,1490,1400,1,NA,30,G32
626,1493,1490,1400,1,0,35,G32
627,1493,1490,1400,1,NA,30,UK63
628,1493,1490,1400,1,NA,30,SWI74
629,1493,1490,1400,1,0,21,G198
630,1493,1490,1400,1,NA,16,G238
631,1493,1490,1400,1,1,16,G295
632,1493,1490,1400,3,NA,16,G328
633,1494,1490,1400,1,1,15,SWI4
634,1494,1490,1400,2,NA,30,SWI29
635,1494,1490,1400,1,1,30,SWI29
636,1494,1490,1400,1,NA,30,SWI74
637,1494,1490,1400,1,NA,16,G238
638,1494,1490,1400,1,NA,16,G297
639,1495,1490,1400,1,NA,16,A3
640,1495,1490,1400,1,NA,30,FR16
641,1495,1490,1400,2,0,46,B27
642,1495,1490,1400,1,NA,30,SWI29
643,1495,1490,1400,1,NA,30,SWI29
644,1495,1490,1400,1,1,30,G32
645,1495,1490,1400,1,0,30,SWI48
646,1495,1490,1400,1,0,35,SWI48
647,1496,1490,1400,3,NA,30,UK63
648,1496,1490,1400,3,2,21,G198
649,1496,1490,1400,1,NA,30,G439
650,1496,1490,1400,2,2,30,G487
651,1497,1490,1400,1,NA,30,IT2
652,1497,1490,1400,2,0,47,NE44
653,1497,1490,1400,1,NA,30,UK63
