Juicio_ID,year,decade,century,tried,deaths,city,gadm.adm2,gadm.adm1,gadm.adm0,lon,lat,record.source
1,1300,1300,1300,1,0,Nurnberg,Mittelfranken,Bayern,Germany,11.07675,49.45203,Kieckhefer (1976)
2,1300,1300,1300,1,NA,Freiburg,Freiburg,Baden-Wurttemberg,Germany,7.8421,47.999,Midelfort (1972)
3,1301,1300,1300,1,0,Coventry,West Midlands,England,United Kingdom,-1.519693,52.406822,Kieckhefer (1976)
4,1302,1300,1300,1,0,Exeter,Devon,England,United Kingdom,-3.533899,50.718412,Kieckhefer (1976)
5,1302,1300,1300,1,0,Exeter,Devon,England,United Kingdom,-3.533899,50.718412,Kieckhefer (1976)
6,1303,1300,1300,1,0,NA,NA,NA,France,NA,NA,Kieckhefer (1976)
7,1304,1300,1300,1,0,Mons-en-Pevele,Nord,Nord-Pas-de-Calais,France,3.099575,50.480352,Kieckhefer (1976)
8,1306,1300,1300,1,0,NA,NA,NA,France,NA,NA,Kieckhefer (1976)
9,1307,1300,1300,36,36,NA,NA,NA,France,NA,NA,Carlson (2004)
10,1308,1300,1300,1,NA,Troyes,Aube,Champagne-Ardenne,France,4.0744009,48.2973451,Kieckhefer (1976)
11,1308,1300,1300,3,2,Paris,Paris,Ile-de-France,France,2.3522219,48.856614,Kieckhefer (1976)
12,1310,1310,1300,54,54,NA,NA,NA,France,NA,NA,Carlson (2004)
13,1311,1310,1300,1,0,London,London,England,United Kingdom,-0.1277583,51.5073509,Kieckhefer (1976)
14,1314,1310,1300,39,39,NA,NA,NA,France,NA,NA,Carlson (2004)
15,1314,1310,1300,1,1,NA,NA,NA,France,NA,NA,Carlson (2004)
16,1314,1310,1300,1,1,NA,NA,England,United Kingdom,NA,NA,Kieckhefer (1976)
17,1314,1310,1300,1,NA,Paris,Paris,Ile-de-France,France,2.3522219,48.856614,Kieckhefer (1976)
18,1315,1310,1300,1,0,Chalons-sur-Marne,Marne,Champagne-Ardenne,France,4.363073,48.956682,Kieckhefer (1976)
19,1315,1310,1300,3,3,Paris,Paris,Ile-de-France,France,2.3522219,48.856614,Kieckhefer (1976)
20,1315,1310,1300,1,NA,Krems,Krems an der Donau Land,Niederosterreich,Austria,15.60384,48.40999,Kieckhefer (1976)
21,1315,1310,1300,3,3,NA,NA,NA,France,NA,NA,Kieckhefer (1976)
22,1316,1310,1300,1,NA,NA,NA,NA,France,NA,NA,Carlson (2004)
23,1316,1310,1300,1,NA,NA,NA,NA,France,NA,NA,Kieckhefer (1976)
24,1317,1310,1300,1,NA,Paris,Paris,Ile-de-France,France,2.3522219,48.856614,Kieckhefer (1976)
25,1317,1310,1300,1,1,Avignon,Vaucluse,Provence-Alpes-Cote d'Azur,France,4.805528,43.949317,Kieckhefer (1976)
26,1317,1310,1300,1,0,NA,NA,NA,France,NA,NA,Kieckhefer (1976)
27,1318,1310,1300,1,NA,Avignon,Vaucluse,Provence-Alpes-Cote d'Azur,France,4.805528,43.949317,Kieckhefer (1976)
28,1318,1310,1300,1,NA,Avignon,Vaucluse,Provence-Alpes-Cote d'Azur,France,4.805528,43.949317,Kieckhefer (1976)
29,1319,1310,1300,1,0,NA,NA,NA,France,NA,NA,Carlson (2004)
30,1319,1310,1300,1,NA,Paris,Paris,Ile-de-France,France,2.3522219,48.856614,Kieckhefer (1976)
31,1319,1310,1300,1,0,Carcassonne,Aude,Languedoc-Roussillon,France,2.353663,43.212161,Kieckhefer (1976)
32,1319,1310,1300,1,NA,NA,NA,NA,France,NA,NA,Kieckhefer (1976)
33,1320,1320,1300,1,NA,Ancona,Ancona,Marche,Italy,13.518915,43.6158299,Kieckhefer (1976)
34,1320,1320,1300,2,NA,Avignon,Vaucluse,Provence-Alpes-Cote d'Azur,France,4.805528,43.949317,Kieckhefer (1976)
35,1321,1320,1300,6,NA,Pamiers,Ariege,Midi-Pyrenees,France,1.607953,43.114753,Kieckhefer (1976)
36,1322,1320,1300,1,1,Ehingen,Tubingen,Baden-Wurttemberg,Germany,9.723611,48.283333,Kieckhefer (1976)
37,1322,1320,1300,1,0,Utrecht,Utrecht,Utrecht,Netherlands,5.1214201,52.0907374,Kieckhefer (1976)
38,1323,1320,1300,2,1,Chateau-Landon,Seine-et-Marne,Ile-de-France,France,2.704426,48.150232,Kieckhefer (1976)
39,1323,1320,1300,1,NA,Figeac,Lot,Midi-Pyrenees,France,2.032871,44.608288,Kieckhefer (1976)
40,1323,1320,1300,2,NA,Toulouse,Haute-Garonne,Midi-Pyrenees,France,1.444209,43.604652,Kieckhefer (1976)
41,1323,1320,1300,1,NA,NA,NA,NA,Austria,NA,NA,Kieckhefer (1976)
42,1324,1320,1300,12,1,NA,NA,Kilkenny,Ireland,NA,NA,Kieckhefer (1976)
43,1325,1320,1300,28,NA,Coventry,West Midlands,England,United Kingdom,-1.519693,52.406822,Kieckhefer (1976)
44,1326,1320,1300,3,1,Agen,Lot-et-Garonne,Aquitaine,France,0.616363,44.203142,Carlson (2004)
45,1326,1320,1300,1,NA,Toulouse,Haute-Garonne,Midi-Pyrenees,France,1.444209,43.604652,Carlson (2004)
46,1326,1320,1300,3,1,Agen,Lot-et-Garonne,Aquitaine,France,0.616363,44.203142,Kieckhefer (1976)
47,1326,1320,1300,1,0,Toulouse,Haute-Garonne,Midi-Pyrenees,France,1.444209,43.604652,Kieckhefer (1976)
48,1326,1320,1300,1,NA,Cologne,Koln,Nordrhein-Westfalen,Germany,6.9602786,50.937531,Kieckhefer (1976)
49,1326,1320,1300,1,NA,NA,NA,NA,Austria,NA,NA,Kieckhefer (1976)
50,1327,1320,1300,1,NA,NA,NA,NA,France,NA,NA,Carlson (2004)
51,1327,1320,1300,1,NA,NA,NA,NA,France,NA,NA,Kieckhefer (1976)
52,1327,1320,1300,1,NA,NA,NA,NA,Austria,NA,NA,Kieckhefer (1976)
53,1329,1320,1300,1,0,Carcassonne,Aude,Languedoc-Roussillon,France,2.353663,43.212161,Kieckhefer (1976)
54,1330,1330,1300,1,1,Carcassonne,Aude,Languedoc-Roussillon,France,2.353663,43.212161,Carlson (2004)
55,1330,1330,1300,1,1,Carcassonne,Aude,Languedoc-Roussillon,France,2.353663,43.212161,Carlson (2004)
56,1330,1330,1300,1,1,Carcassonne,Aude,Languedoc-Roussillon,France,2.353663,43.212161,Carlson (2004)
57,1330,1330,1300,1,NA,NA,Kent,England,United Kingdom,NA,NA,Kieckhefer (1976)
58,1331,1330,1300,1,0,NA,NA,NA,France,NA,NA,Carlson (2004)
59,1331,1330,1300,1,1,NA,NA,NA,France,NA,NA,Carlson (2004)
60,1331,1330,1300,1,NA,NA,NA,NA,France,NA,NA,Carlson (2004)
61,1331,1330,1300,3,NA,Southwark,London,England,United Kingdom,-0.1277583,51.5073509,Kieckhefer (1976)
62,1331,1330,1300,1,0,NA,Isere,Rhone-Alpes,France,NA,NA,Kieckhefer (1976)
63,1331,1330,1300,2,NA,NA,NA,NA,France,NA,NA,Kieckhefer (1976)
64,1335,1330,1300,1,1,Carcassonne,Aude,Languedoc-Roussillon,France,2.353663,43.212161,Carlson (2004)
65,1335,1330,1300,1,1,Carcassonne,Aude,Languedoc-Roussillon,France,2.353663,43.212161,Carlson (2004)
66,1335,1330,1300,1,1,Carcassonne,Aude,Languedoc-Roussillon,France,2.353663,43.212161,Carlson (2004)
67,1335,1330,1300,1,1,Toulouse,Haute-Garonne,Midi-Pyrenees,France,1.444209,43.604652,Carlson (2004)
68,1335,1330,1300,1,1,Toulouse,Haute-Garonne,Midi-Pyrenees,France,1.444209,43.604652,Carlson (2004)
69,1336,1330,1300,14,14,Angermunde,Brandenburg,Brandenburg,Germany,13.996593,53.014542,Kieckhefer (1976)
70,1336,1330,1300,6,NA,Langres,Haute-Marne,Champagne-Ardenne,France,5.334297,47.86683,Kieckhefer (1976)
71,1336,1330,1300,1,NA,Paris,Paris,Ile-de-France,France,2.3522219,48.856614,Kieckhefer (1976)
72,1336,1330,1300,1,NA,Avignon,Vaucluse,Provence-Alpes-Cote d'Azur,France,4.805528,43.949317,Kieckhefer (1976)
73,1336,1330,1300,2,NA,Avignon,Vaucluse,Provence-Alpes-Cote d'Azur,France,4.805528,43.949317,Kieckhefer (1976)
74,1337,1330,1300,1,0,Hatfield,Hertfordshire,England,United Kingdom,-0.22309,51.763366,Kieckhefer (1976)
75,1337,1330,1300,2,NA,Beziers,Herault,Languedoc-Roussillon,France,3.215795,43.344233,Kieckhefer (1976)
76,1338,1330,1300,2,NA,Avignon,Vaucluse,Provence-Alpes-Cote d'Azur,France,4.805528,43.949317,Kieckhefer (1976)
77,1338,1330,1300,1,NA,NA,NA,NA,Austria,NA,NA,Kieckhefer (1976)
78,1339,1330,1300,5,NA,Cintegabelle,Haute-Garonne,Midi-Pyrenees,France,1.53157,43.313989,Kieckhefer (1976)
79,1340,1340,1300,2,NA,NA,NA,NA,France,NA,NA,Carlson (2004)
80,1340,1340,1300,1,NA,Novara,Novara,Piemonte,Italy,8.6221612,45.44693,Kieckhefer (1976)
81,1340,1340,1300,1,NA,Salzburg,Salzburg,Salzburg,Austria,13.05501,47.80949,Kieckhefer (1976)
82,1343,1340,1300,1,NA,Augsburg,Mittelfranken,Bayern,Germany,10.8978,48.3705,Behringer (1987)
83,1347,1340,1300,1,0,Nuremberg,Mittelfranken,Bayern,Germany,11.07675,49.45203,Kieckhefer (1976)
84,1347,1340,1300,1,0,Mende,Lozere,Languedoc-Roussillon,France,3.501873,44.517611,Kieckhefer (1976)
85,1349,1340,1300,1,NA,Augsburg,Mittelfranken,Bayern,Germany,10.8978,48.3705,Behringer (1987)
86,1349,1340,1300,1,0,Augsburg,Schwaben,Bayern,Germany,10.89779,48.3705449,Kieckhefer (1976)
87,1350,1350,1300,2,NA,Brunn,Brno,Jihomoravsky,Czech Republic,16.6067304,49.1950982,Kieckhefer (1976)
88,1353,1350,1300,1,0,Strassburg,Bas-Rhin,Alsace,France,7.752111,48.573405,Kieckhefer (1976)
89,1353,1350,1300,2,0,Strassburg,Bas-Rhin,Alsace,France,7.752111,48.573405,Kieckhefer (1976)
90,NA,1350,1300,10,0,NA,NA,Fribourg,Switzerland,NA,NA,Bader (1945)
91,1360,1360,1300,1,NA,Como,Como,Lombardia,Italy,9.085176,45.80806,Kieckhefer (1976)
92,1366,1360,1300,1,1,NA,NA,England,United Kingdom,NA,NA,Kieckhefer (1976)
93,NA,1360,1300,10,0,NA,NA,Fribourg,Switzerland,NA,NA,Bader (1945)
94,1371,1370,1300,1,NA,Regensburg,Mittelfranken,Bayern,Germany,12.1016,49.0134,Behringer (1987)
95,1371,1370,1300,1,0,Southwark,London,England,United Kingdom,-0.1277583,51.5073509,Kieckhefer (1976)
96,1371,1370,1300,1,0,Douai,Nord,Nord-Pas-de-Calais,France,3.080602,50.367874,Kieckhefer (1976)
97,1371,1370,1300,2,1,Salurn,Bolzano,Trentino-Alto Adige,Italy,11.21819,46.239346,Kieckhefer (1976)
98,1371,1370,1300,2,0,Drongelen,Aalburg,Noord-Brabant,Netherlands,NA,NA,Waardt (1991)
99,1372,1370,1300,2,0,Halfedanges,Moselle,Lorraine,France,6.52544,49.073894,Kieckhefer (1976)
100,1372,1370,1300,4,4,Metz,Moselle,Lorraine,France,6.175716,49.119309,Kieckhefer (1976)
101,1373,1370,1300,1,0,Utrecht,Utrecht,Utrecht,Netherlands,5.1214201,52.0907374,Kieckhefer (1976)
102,1375,1370,1300,1,0,Florence,Florence,Toscana,Italy,11.255814,43.76956,Kieckhefer (1976)
103,1375,1370,1300,1,0,Florence,Florence,Toscana,Italy,11.255814,43.76956,Kieckhefer (1976)
104,1375,1370,1300,1,0,NA,NA,NA,Italy,NA,NA,Kieckhefer (1976)
105,1376,1370,1300,1,0,NA,NA,England,United Kingdom,NA,NA,Kieckhefer (1976)
106,1379,1370,1300,1,NA,Augsburg,Mittelfranken,Bayern,Germany,10.8978,48.3705,Behringer (1987)
107,1379,1370,1300,1,0,Augsburg,Schwaben,Bayern,Germany,10.89779,48.3705449,Kieckhefer (1976)
108,NA,1370,1300,10,0,NA,NA,Fribourg,Switzerland,NA,NA,Bader (1945)
109,1380,1380,1300,1,0,Paris,Paris,Ile-de-France,France,2.3522219,48.856614,Kieckhefer (1976)
110,1381,1380,1300,1,NA,Augsburg,Mittelfranken,Bayern,Germany,10.8978,48.3705,Behringer (1987)
111,1383,1380,1300,1,0,Olten,Olten,Solothurn,Switzerland,7.9023989,47.3499979,Kieckhefer (1976)
112,1383,1380,1300,1,NA,Siena,Siena,Toscana,Italy,11.3307574,43.318809,Kieckhefer (1976)
113,1384,1380,1300,5,0,Prenzlau,Brandenburg,Brandenburg,Germany,13.8633409,53.3173433,Kieckhefer (1976)
114,1384,1380,1300,1,0,Milan,Milano,Lombardia,Italy,9.1859243,45.4654219,Kieckhefer (1976)
115,1384,1380,1300,1,1,Florence,Florence,Toscana,Italy,11.255814,43.76956,Kieckhefer (1976)
116,1385,1380,1300,1,0,Saint-Quentin,Aisne,Picardie,France,3.2874,49.847066,Carlson (2004)
117,1385,1380,1300,1,0,Augsburg,Schwaben,Bayern,Germany,10.89779,48.3705449,Kieckhefer (1976)
118,1385,1380,1300,2,0,London,London,England,United Kingdom,-0.1277583,51.5073509,Kieckhefer (1976)
119,1385,1380,1300,1,0,Douai,Nord,Nord-Pas-de-Calais,France,3.080602,50.367874,Kieckhefer (1976)
120,1386,1380,1300,1,NA,Munich,Mittelfranken,Bayern,Germany,11.582,48.1351,Behringer (1987)
121,1386,1380,1300,1,NA,Regensburg,Mittelfranken,Bayern,Germany,12.1016,49.0134,Behringer (1987)
122,1387,1380,1300,1,NA,Turin,Torino,Piemonte,Italy,7.6868565,45.070312,Kieckhefer (1976)
123,1388,1380,1300,1,1,London,London,England,United Kingdom,-0.1277583,51.5073509,Kieckhefer (1976)
124,1389,1380,1300,1,0,Brussels,Bruxelles,Bruxelles,Belgium,4.35171,50.85034,Kieckhefer (1976)
125,NA,1380,1300,10,0,NA,NA,Fribourg,Switzerland,NA,NA,Bader (1945)
126,1390,1390,1300,1,1,Le Puy-en-Velay,Haute-Loire,Auvergne,France,3.882936,45.042768,Kieckhefer (1976)
127,1390,1390,1300,2,2,Paris,Paris,Ile-de-France,France,2.3522219,48.856614,Kieckhefer (1976)
128,1390,1390,1300,2,2,Paris,Paris,Ile-de-France,France,2.3522219,48.856614,Kieckhefer (1976)
129,1390,1390,1300,1,1,Milan,Milano,Lombardia,Italy,9.1859243,45.4654219,Kieckhefer (1976)
130,1390,1390,1300,1,1,Milan,Milano,Lombardia,Italy,9.1859243,45.4654219,Kieckhefer (1976)
131,1390,1390,1300,1,NA,Laon,Aisne,Picardie,France,3.61989,49.564133,Kieckhefer (1976)
132,1392,1390,1300,1,NA,Regensburg,Mittelfranken,Bayern,Germany,12.1016,49.0134,Behringer (1987)
133,1392,1390,1300,1,0,Nuremberg,Mittelfranken,Bayern,Germany,11.07675,49.45203,Kieckhefer (1976)
134,1392,1390,1300,1,0,Fribourg,La Sarine,Fribourg,Switzerland,7.1455683,46.8016663,Kieckhefer (1976)
135,1392,1390,1300,1,0,NA,NA,NA,France,NA,NA,Kieckhefer (1976)
136,1393,1390,1300,1,0,Bearn,Pyrenees-Atlantiques,Aquitaine,France,-0.2136437,43.1350202,Kieckhefer (1976)
137,1394,1390,1300,1,0,Florence,Florence,Toscana,Italy,11.255814,43.76956,Kieckhefer (1976)
138,1395,1390,1300,1,NA,NA,Niedersimmental,Bern,Switzerland,NA,NA,Kieckhefer (1976)
139,1396,1390,1300,1,0,Fribourg,La Sarine,Fribourg,Switzerland,7.1455683,46.8016663,Kieckhefer (1976)
140,1396,1390,1300,1,0,Florence,Florence,Toscana,Italy,11.255814,43.76956,Kieckhefer (1976)
141,1397,1390,1300,2,2,Paris,Paris,Ile-de-France,France,2.3522219,48.856614,Kieckhefer (1976)
142,1397,1390,1300,2,0,Paris,Paris,Ile-de-France,France,2.3522219,48.856614,Kieckhefer (1976)
143,1397,1390,1300,1,1,NA,NA,NA,Switzerland,NA,NA,Kieckhefer (1976)
144,1398,1390,1300,1,1,Paris,Paris,Ile-de-France,France,2.3522219,48.856614,Kieckhefer (1976)
145,1398,1390,1300,1,0,NA,NA,Lucerne,Switzerland,NA,NA,Kieckhefer (1976)
146,1399,1390,1300,1,0,Basel,Basel,Basel-Stadt,Switzerland,7.5975507,47.5674422,Kieckhefer (1976)
147,1399,1390,1300,1,1,Berlin,Berlin,Berlin,Germany,13.404954,52.5200066,Kieckhefer (1976)
148,1399,1390,1300,1,1,Paris,Paris,Ile-de-France,France,2.3522219,48.856614,Kieckhefer (1976)
149,1399,1390,1300,1,1,Portogruaro,Venezia,Veneto,Italy,12.837399,45.780576,Kieckhefer (1976)
150,NA,1390,1300,10,0,NA,NA,Fribourg,Switzerland,NA,NA,Bader (1945)
151,1400,1400,1400,1,0,Paris,Paris,Ile-de-France,France,2.3522219,48.856614,Carlson (2004)
152,1400,1400,1400,1,0,NA,NA,Lucerne,Switzerland,NA,NA,Kieckhefer (1976)
153,1400,1400,1400,1,1,NA,NA,Sachsen,Germany,NA,NA,Wilde (2003)
154,1401,1400,1400,2,NA,Regensburg,Mittelfranken,Bayern,Germany,12.1016,49.0134,Behringer (1987)
155,1401,1400,1400,1,0,NA,NA,NA,France,NA,NA,Carlson (2004)
156,1401,1400,1400,1,NA,Geneva,Geneve,Geneve,Switzerland,6.1422961,46.1983922,Kieckhefer (1976)
157,1401,1400,1400,1,0,Cambrai,Nord,Nord-Pas-de-Calais,France,3.236633,50.173538,Kieckhefer (1976)
158,1401,1400,1400,1,0,Paderborn,Detmold,Nordrhein-Westfalen,Germany,8.7575093,51.7189205,Kieckhefer (1976)
159,1401,1400,1400,1,NA,NA,NA,NA,France,NA,NA,Kieckhefer (1976)
160,1402,1400,1400,1,0,NA,NA,Lucerne,Switzerland,NA,NA,Kieckhefer (1976)
161,1404,1400,1400,4,4,Paris,Paris,Ile-de-France,France,2.3522219,48.856614,Carlson (2004)
162,1404,1400,1400,1,NA,Paris,Paris,Ile-de-France,France,2.3522219,48.856614,Carlson (2004)
163,1404,1400,1400,1,0,Paris,Paris,Ile-de-France,France,2.3522219,48.856614,Kieckhefer (1976)
164,1404,1400,1400,4,4,Paris,Paris,Ile-de-France,France,2.3522219,48.856614,Kieckhefer (1976)
165,1404,1400,1400,1,0,Florence,Florence,Toscana,Italy,11.255814,43.76956,Kieckhefer (1976)
166,1406,1400,1400,2,0,Nuremberg,Mittelfranken,Bayern,Germany,11.07675,49.45203,Kieckhefer (1976)
167,1406,1400,1400,1,1,Berlin,Berlin,Berlin,Germany,13.404954,52.5200066,Kieckhefer (1976)
168,1406,1400,1400,1,0,NA,NA,Lucerne,Switzerland,NA,NA,Kieckhefer (1976)
169,1406,1400,1400,1,0,Viege,Visp,Valais,Switzerland,7.8852075,46.2944841,Kieckhefer (1976)
170,1406,1400,1400,2,0,NA,NA,NA,France,NA,NA,Kieckhefer (1976)
171,1407,1400,1400,1,0,NA,NA,NA,France,NA,NA,Carlson (2004)
172,1407,1400,1400,1,0,Basel,Basel,Basel-Stadt,Switzerland,7.5975507,47.5674422,Kieckhefer (1976)
173,1407,1400,1400,1,0,Mantes,Yvelines,Ile-de-France,France,1.714958,48.989323,Kieckhefer (1976)
174,1408,1400,1400,1,0,NA,NA,Lorraine,France,NA,NA,Kieckhefer (1976)
175,1409,1400,1400,3,0,NA,NA,Gelderland,Netherlands,NA,NA,Kieckhefer (1976)
176,1409,1400,1400,1,0,Frankfurt am Main,Darmstadt,Hessen,Germany,8.6821267,50.1109221,Kieckhefer (1976)
177,1409,1400,1400,1,0,Pisa,Pisa,Toscana,Italy,10.4016888,43.7228386,Kieckhefer (1976)
178,NA,1400,1400,2,0,NA,NA,Basel-Stadt,Switzerland,NA,NA,Bader (1945)
179,NA,1400,1400,17,4,NA,NA,Fribourg,Switzerland,NA,NA,Bader (1945)
180,NA,1400,1400,2,0,NA,NA,Lucerne,Switzerland,NA,NA,Bader (1945)
181,NA,1400,1400,142,40,NA,NA,Valais,Switzerland,NA,NA,Bader (1945)
182,NA,1400,1400,1,0,NA,Nord,Nord-Pas-de-Calais,France,NA,NA,Muchembled (1978)
183,1410,1410,1400,1,0,Carcassonne,Aude,Languedoc-Roussillon,France,2.353663,43.212161,Kieckhefer (1976)
184,1410,1410,1400,2,1,NA,NA,Sachsen,Germany,NA,NA,Wilde (2003)
185,1412,1410,1400,1,0,Florence,Florence,Toscana,Italy,11.255814,43.76956,Kieckhefer (1976)
186,1414,1410,1400,1,0,Basel,Basel,Basel-Stadt,Switzerland,7.5975507,47.5674422,Kieckhefer (1976)
187,1415,1410,1400,1,NA,Regensburg,Mittelfranken,Bayern,Germany,12.1016,49.0134,Behringer (1987)
188,1416,1410,1400,1,NA,Nordlingen,Mittelfranken,Bayern,Germany,10.4895,48.8508,Behringer (1987)
189,1416,1410,1400,2,0,Basel,Basel,Basel-Stadt,Switzerland,7.5975507,47.5674422,Kieckhefer (1976)
190,1417,1410,1400,1,NA,Landshut,Mittelfranken,Bayern,Germany,12.1469,48.5442,Behringer (1987)
191,1417,1410,1400,1,0,Landshut,Niederbayern,Bayern,Germany,12.146853,48.544192,Kieckhefer (1976)
192,1417,1410,1400,1,1,Chambery,Savoie,Rhone-Alpes,France,5.917781,45.564601,Kieckhefer (1976)
193,1417,1410,1400,1,0,Utrecht,Utrecht,Utrecht,Netherlands,5.1214201,52.0907374,Kieckhefer (1976)
194,1417,1410,1400,1,0,Tournai,Hainaut,Wallonie,Belgium,3.3879338,50.6056475,Kieckhefer (1976)
195,1419,1410,1400,1,0,Canterbury,Kent,England,United Kingdom,1.0789089,51.280233,Kieckhefer (1976)
196,1419,1410,1400,1,0,NA,NA,England,United Kingdom,NA,NA,Kieckhefer (1976)
197,1419,1410,1400,1,0,NA,NA,Lucerne,Switzerland,NA,NA,Kieckhefer (1976)
198,NA,1410,1400,2,0,NA,NA,Basel-Stadt,Switzerland,NA,NA,Bader (1945)
199,NA,1410,1400,17,4,NA,NA,Fribourg,Switzerland,NA,NA,Bader (1945)
200,NA,1410,1400,2,0,NA,NA,Lucerne,Switzerland,NA,NA,Bader (1945)
201,NA,1410,1400,142,40,NA,NA,Valais,Switzerland,NA,NA,Bader (1945)
202,NA,1410,1400,1,0,NA,Nord,Nord-Pas-de-Calais,France,NA,NA,Muchembled (1978)
203,1420,1420,1400,1,NA,Nordlingen,Mittelfranken,Bayern,Germany,10.4895,48.8508,Behringer (1987)
204,1420,1420,1400,100,100,NA,NA,NA,Switzerland,NA,NA,Carlson (2004)
205,1420,1420,1400,1,1,Rome,Roma,Lazio,Italy,12.4963655,41.9027835,Kieckhefer (1976)
206,1420,1420,1400,1,1,NA,NA,NA,Switzerland,NA,NA,Kieckhefer (1976)
207,1420,1420,1400,1,0,NA,NA,Sachsen,Germany,NA,NA,Wilde (2003)
208,1421,1420,1400,1,NA,Kempten,Mittelfranken,Bayern,Germany,10.3158,47.7286,Behringer (1987)
209,1421,1420,1400,1,0,Bamberg,Oberfranken,Bayern,Germany,10.902764,49.898814,Kieckhefer (1976)
210,1421,1420,1400,1,0,Kempten,Schwaben,Bayern,Germany,10.315783,47.72857,Kieckhefer (1976)
211,1421,1420,1400,2,0,Florence,Florence,Toscana,Italy,11.255814,43.76956,Kieckhefer (1976)
212,1422,1420,1400,1,0,Venice,Venezia,Veneto,Italy,12.315515,45.440847,Kieckhefer (1976)
213,1423,1420,1400,1,1,NA,Sursee,Lucerne,Switzerland,NA,NA,Bader (1945)
214,1423,1420,1400,1,1,Berlin,Berlin,Berlin,Germany,13.404954,52.5200066,Kieckhefer (1976)
215,1423,1420,1400,1,0,Putten,Putten,Gelderland,Netherlands,5.6053727,52.258676,Kieckhefer (1976)
216,1423,1420,1400,1,1,NA,Sursee,Lucerne,Switzerland,NA,NA,Kieckhefer (1976)
217,1423,1420,1400,1,1,Nieder-Hauenstein,Rheinhessen-Pfalz,Rheinland-Pfalz,Germany,7.845749,49.193323,Kieckhefer (1976)
218,1423,1420,1400,1,0,Utrecht,Utrecht,Utrecht,Netherlands,5.1214201,52.0907374,Kieckhefer (1976)
219,1424,1420,1400,1,1,Rome,Roma,Lazio,Italy,12.4963655,41.9027835,Kieckhefer (1976)
220,1424,1420,1400,1,0,NA,NA,Lucerne,Switzerland,NA,NA,Kieckhefer (1976)
221,1424,1420,1400,1,0,Zwickau,Chemnitz,Sachsen,Germany,12.4733725,50.7102169,Kieckhefer (1976)
222,1426,1420,1400,2,NA,NA,NA,England,United Kingdom,NA,NA,Kieckhefer (1976)
223,1426,1420,1400,2,0,Fribourg,La Sarine,Fribourg,Switzerland,7.1455683,46.8016663,Kieckhefer (1976)
224,1426,1420,1400,1,0,Fribourg,La Sarine,Fribourg,Switzerland,7.1455683,46.8016663,Kieckhefer (1976)
225,1427,1420,1400,1,NA,Munich,Mittelfranken,Bayern,Germany,11.582,48.1351,Behringer (1987)
226,1427,1420,1400,1,1,Florence,Florence,Toscana,Italy,11.255814,43.76956,Kieckhefer (1976)
227,1427,1420,1400,1,0,NA,NA,Zurich,Switzerland,NA,NA,Kieckhefer (1976)
228,1427,1420,1400,1,0,NA,NA,NA,Switzerland,NA,NA,Kieckhefer (1976)
229,1428,1420,1400,167,167,NA,Isere,Rhone-Alpes,France,NA,NA,Kieckhefer (1976)
230,1428,1420,1400,1,1,Todi,Perugia,Umbria,Italy,12.4065686,42.7819352,Kieckhefer (1976)
231,1428,1420,1400,100,100,NA,NA,Valais,Switzerland,NA,NA,Kieckhefer (1976)
232,1428,1420,1400,1,1,NA,NA,Valais,Switzerland,NA,NA,Kieckhefer (1976)
233,NA,1420,1400,2,0,NA,NA,Basel-Stadt,Switzerland,NA,NA,Bader (1945)
234,NA,1420,1400,17,4,NA,NA,Fribourg,Switzerland,NA,NA,Bader (1945)
235,NA,1420,1400,2,0,NA,NA,Lucerne,Switzerland,NA,NA,Bader (1945)
236,NA,1420,1400,142,40,NA,NA,Valais,Switzerland,NA,NA,Bader (1945)
237,NA,1420,1400,1,0,NA,Nord,Nord-Pas-de-Calais,France,NA,NA,Muchembled (1978)
238,1430,1430,1400,1,NA,Nordlingen,Mittelfranken,Bayern,Germany,10.4895,48.8508,Behringer (1987)
239,1430,1430,1400,7,0,London,London,England,United Kingdom,-0.1277583,51.5073509,Kieckhefer (1976)
240,1430,1430,1400,3,0,London,London,England,United Kingdom,-0.1277583,51.5073509,Kieckhefer (1976)
241,1430,1430,1400,1,0,Fribourg,La Sarine,Fribourg,Switzerland,7.1455683,46.8016663,Kieckhefer (1976)
242,1430,1430,1400,1,0,NA,NA,Neuchatel,Switzerland,NA,NA,Kieckhefer (1976)
243,1430,1430,1400,1,1,NA,NA,Sachsen,Germany,NA,NA,Wilde (2003)
244,1431,1430,1400,1,NA,Munich,Mittelfranken,Bayern,Germany,11.582,48.1351,Behringer (1987)
245,1431,1430,1400,1,1,Rouen,Seine-Maritime,Haute-Normandie,France,1.099971,49.443232,Kieckhefer (1976)
246,1431,1430,1400,1,0,Faido,Leventina,Ticino,Switzerland,8.79848,46.47855,Kieckhefer (1976)
247,1432,1430,1400,1,1,Konstanz,Freiburg,Baden-Wurttemberg,Germany,9.1732384,47.6779496,Kieckhefer (1976)
248,1432,1430,1400,1,0,NA,NA,England,United Kingdom,NA,NA,Kieckhefer (1976)
249,1432,1430,1400,1,0,Faido,Leventina,Ticino,Switzerland,8.79848,46.47855,Kieckhefer (1976)
250,1432,1430,1400,1,1,Konstanz,Freiburg,Baden-Wurttemberg,Germany,9.17324,47.6779,Midelfort (1972)
251,1433,1430,1400,8,8,Toulouse,Haute-Garonne,Midi-Pyrenees,France,1.444209,43.604652,Carlson (2004)
