Juicio_ID,year,decade,century,tried,deaths,city,gadm.adm2,gadm.adm1,gadm.adm0,lon,lat,record.source
1968,1586,1580,1500,1,NA,Immenstadt,Mittelfranken,Bayern,Germany,10.2207,47.5592,Behringer (1987)
1969,1586,1580,1500,1,NA,Yvoir,Namur,Wallonie,Belgium,4.87786,50.327,Brouette (1953)
1970,1586,1580,1500,1,1,Paris,Paris,Ile-de-France,France,2.3522219,48.856614,Carlson (2004)
1971,1586,1580,1500,1,1,Paris,Paris,Ile-de-France,France,2.3522219,48.856614,Carlson (2004)
1972,1586,1580,1500,1,1,Paris,Paris,Ile-de-France,France,2.3522219,48.856614,Carlson (2004)
1973,1586,1580,1500,1,0,NA,NA,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1974,1586,1580,1500,3,NA,NA,NA,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1975,1586,1580,1500,1,0,NA,NA,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1976,1586,1580,1500,12,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1977,1586,1580,1500,1,NA,Habsburg,Brugg,Aargau,Switzerland,8.18606,47.4622,Midelfort (1972)
1978,1586,1580,1500,1,0,Offenburg,Freiburg,Baden-Wurttemberg,Germany,7.9498,48.4735,Midelfort (1972)
1979,1586,1580,1500,16,16,Bad Waldsee,Tubingen,Baden-Wurttemberg,Germany,9.75328,47.9227,Midelfort (1972)
1980,1586,1580,1500,1,1,Heilbronn,Stuttgart,Baden-Wurttemberg,Germany,9.21088,49.1427,Midelfort (1972)
1981,1586,1580,1500,2,2,Bad Mergentheim,Stuttgart,Baden-Wurttemberg,Germany,9.77042,49.4885,Midelfort (1972)
1982,1586,1580,1500,1,1,Breisach,Freiburg,Baden-Wurttemberg,Germany,7.58361,48.0348,Midelfort (1972)
1983,1586,1580,1500,22,22,Obermarchtal,Tubingen,Baden-Wurttemberg,Germany,9.56997,48.2338,Midelfort (1972)
1984,1586,1580,1500,7,7,Bad Mergentheim,Stuttgart,Baden-Wurttemberg,Germany,9.77042,49.4885,Midelfort (1972)
1985,1586,1580,1500,1,NA,NA,Derby,England,United Kingdom,NA,NA,Notestein (1968)
1986,1586,1580,1500,1,1,NA,Kent,England,United Kingdom,NA,NA,Notestein (1968)
1987,1586,1580,1500,2,0,Bruges,West-Vlaanderen,Vlaanderen,Belgium,3.2247,51.2094,Vanysacker (1988)
1988,1586,1580,1500,2,0,Bruges,West-Vlaanderen,Vlaanderen,Belgium,3.2247,51.2094,Vanysacker (1988)
1989,1586,1580,1500,1,0,Woerden,Woerden,Utrecht,Netherlands,NA,NA,Waardt (1991)
1990,1587,1580,1500,1,NA,Schongau,Mittelfranken,Bayern,Germany,10.8943,47.815,Behringer (1987)
1991,1587,1580,1500,2,2,Rain,Mittelfranken,Bayern,Germany,10.9209,48.6902,Behringer (1987)
1992,1587,1580,1500,1,NA,Regen,Mittelfranken,Bayern,Germany,13.1284,48.9772,Behringer (1987)
1993,1587,1580,1500,2,NA,Oettingen,Mittelfranken,Bayern,Germany,10.6021,48.9518,Behringer (1987)
1994,1587,1580,1500,2,NA,Nordlingen,Mittelfranken,Bayern,Germany,10.4895,48.8508,Behringer (1987)
1995,1587,1580,1500,3,NA,Augsburg,Mittelfranken,Bayern,Germany,10.8978,48.3705,Behringer (1987)
1996,1587,1580,1500,39,25,Rettenberg,Mittelfranken,Bayern,Germany,10.2922,47.5743,Behringer (1987)
1997,1587,1580,1500,7,7,Dillingen an der Donau,Mittelfranken,Bayern,Germany,10.494,48.5791,Behringer (1987)
1998,1587,1580,1500,1,1,Lauingen,Mittelfranken,Bayern,Germany,10.43,48.5703,Behringer (1987)
1999,1587,1580,1500,1,NA,Hochstadt an der Donau,Mittelfranken,Bayern,Germany,10.5672,48.6147,Behringer (1987)
2000,1587,1580,1500,1,0,Hastiere,Namur,Wallonie,Belgium,4.83333,50.2167,Brouette (1953)
2001,1587,1580,1500,1,NA,Wasseiges,Liege,Wallonie,Belgium,5.00162,50.6175,Brouette (1953)
2002,1587,1580,1500,1,NA,Fleurus,Hainaut,Wallonie,Belgium,4.55119,50.4823,Brouette (1953)
2003,1587,1580,1500,9,0,Olpe,Arnsberg,Nordrhein-Westfalen,Germany,7.85029,51.0282,Decker (1981)
2004,1587,1580,1500,15,14,NA,Tubingen,Baden-Wurttemberg,Germany,NA,NA,Dillinger (2009)
2005,1587,1580,1500,1,0,NA,Scottish Borders,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
2006,1587,1580,1500,1,1,NA,South Ayrshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
2007,1587,1580,1500,17,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
2008,1587,1580,1500,15,15,Habsburg,Brugg,Aargau,Switzerland,8.18606,47.4622,Midelfort (1972)
2009,1587,1580,1500,25,25,Obermarchtal,Tubingen,Baden-Wurttemberg,Germany,9.56997,48.2338,Midelfort (1972)
2010,1587,1580,1500,2,2,Riedlingen,Tubingen,Baden-Wurttemberg,Germany,9.47133,48.1596,Midelfort (1972)
2011,1587,1580,1500,1,1,Wolfach,Freiburg,Baden-Wurttemberg,Germany,8.21492,48.2924,Midelfort (1972)
2012,1587,1580,1500,2,2,Ortenaukreis,Freiburg,Baden-Wurttemberg,Germany,7.94714,48.3645,Midelfort (1972)
2013,1587,1580,1500,1,1,Ettlingen,Karlsruhe,Baden-Wurttemberg,Germany,8.39802,48.9432,Midelfort (1972)
2014,1587,1580,1500,5,5,Unlingen,Tubingen,Baden-Wurttemberg,Germany,9.51956,48.167,Midelfort (1972)
2015,1587,1580,1500,1,NA,Forbach,Moselle,Lorraine,France,6.8953,49.1865,Midelfort (1972)
2016,1587,1580,1500,1,0,Geneva,Geneve,Geneve,Switzerland,6.1423,46.1984,Monter (1976)
2017,1587,1580,1500,1,0,Geneva,Geneve,Geneve,Switzerland,6.1423,46.1984,Monter (1976)
2018,1587,1580,1500,1,NA,NA,Norfolk,England,United Kingdom,NA,NA,Notestein (1968)
2019,1587,1580,1500,1,0,Schiedam,Schiedam,Zuid-Holland,Netherlands,NA,NA,Waardt (1991)
2020,1588,1580,1500,2,NA,Marktoberdorf,Mittelfranken,Bayern,Germany,10.6158,47.7785,Behringer (1987)
2021,1588,1580,1500,3,NA,Nordlingen,Mittelfranken,Bayern,Germany,10.4895,48.8508,Behringer (1987)
2022,1588,1580,1500,1,NA,Rettenberg,Mittelfranken,Bayern,Germany,10.2922,47.5743,Behringer (1987)
2023,1588,1580,1500,1,NA,Munich,Mittelfranken,Bayern,Germany,11.582,48.1351,Behringer (1987)
2024,1588,1580,1500,1,NA,Dillingen an der Donau,Mittelfranken,Bayern,Germany,10.494,48.5791,Behringer (1987)
2025,1588,1580,1500,1,NA,Lauingen,Mittelfranken,Bayern,Germany,10.43,48.5703,Behringer (1987)
2026,1588,1580,1500,5,5,Hochstadt an der Donau,Mittelfranken,Bayern,Germany,10.5672,48.6147,Behringer (1987)
2027,1588,1580,1500,1,1,Profondeville,Namur,Wallonie,Belgium,4.8674,50.3757,Brouette (1953)
2028,1588,1580,1500,1,1,Profondeville,Namur,Wallonie,Belgium,4.8674,50.3757,Brouette (1953)
2029,1588,1580,1500,1,0,Fleurus,Hainaut,Wallonie,Belgium,4.55119,50.4823,Brouette (1953)
2030,1588,1580,1500,1,0,Fleurus,Hainaut,Wallonie,Belgium,4.55119,50.4823,Brouette (1953)
2031,1588,1580,1500,2,0,Olpe,Arnsberg,Nordrhein-Westfalen,Germany,7.85029,51.0282,Decker (1981)
2032,1588,1580,1500,1,0,Padberg,Arnsberg,Nordrhein-Westfalen,Germany,8.76502,51.4055,Decker (1981)
2033,1588,1580,1500,2,2,NA,Tubingen,Baden-Wurttemberg,Germany,NA,NA,Dillinger (2009)
2034,1588,1580,1500,1,0,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
2035,1588,1580,1500,1,0,NA,Perthshire and Kinross,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
2036,1588,1580,1500,1,0,NA,Perthshire and Kinross,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
2037,1588,1580,1500,18,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
2038,1588,1580,1500,4,0,Neuenburg,Karlsruhe,Baden-Wurttemberg,Germany,8.588,48.8484,Midelfort (1972)
2039,1588,1580,1500,1,1,Rottweil,Freiburg,Baden-Wurttemberg,Germany,8.63162,48.1611,Midelfort (1972)
2040,1588,1580,1500,3,1,Hohenzollern,Tubingen,Baden-Wurttemberg,Germany,8.96778,48.3231,Midelfort (1972)
2041,1588,1580,1500,1,NA,Ellwangen,Stuttgart,Baden-Wurttemberg,Germany,10.1302,48.9627,Midelfort (1972)
2042,1588,1580,1500,6,6,Obermarchtal,Tubingen,Baden-Wurttemberg,Germany,9.56997,48.2338,Midelfort (1972)
2043,1588,1580,1500,1,0,Hecklingen,NA,Sachsen-Anhalt,Germany,NA,NA,Midelfort (1972)
2044,1588,1580,1500,1,0,Haarlem,Haarlem,Noord-Holland,Netherlands,NA,NA,Waardt (1991)
2045,1589,1580,1500,1,NA,Lauingen,Mittelfranken,Bayern,Germany,10.43,48.5703,Behringer (1987)
2046,1589,1580,1500,13,13,Wallerstein,Mittelfranken,Bayern,Germany,10.4738,48.8887,Behringer (1987)
2047,1589,1580,1500,1,NA,Hochstadt an der Donau,Mittelfranken,Bayern,Germany,10.5672,48.6147,Behringer (1987)
2048,1589,1580,1500,3,NA,Augsburg,Mittelfranken,Bayern,Germany,10.8978,48.3705,Behringer (1987)
2049,1589,1580,1500,45,27,Schwabmunchen,Mittelfranken,Bayern,Germany,10.7557,48.18,Behringer (1987)
2050,1589,1580,1500,1,NA,Kallmunz,Mittelfranken,Bayern,Germany,11.9601,49.1611,Behringer (1987)
2051,1589,1580,1500,1,NA,Neumarkt in der Oberpfalz,Mittelfranken,Bayern,Germany,11.4672,49.2773,Behringer (1987)
2052,1589,1580,1500,1,NA,Dillingen an der Donau,Mittelfranken,Bayern,Germany,10.494,48.5791,Behringer (1987)
2053,1589,1580,1500,1,NA,Gremheim,Schwaben,Bayern,Germany,10.6477,48.6361,Behringer (1987)
2054,1589,1580,1500,2,2,Tapfheim,Mittelfranken,Bayern,Germany,10.6854,48.6737,Behringer (1987)
2055,1589,1580,1500,4,NA,Tapfheim,Mittelfranken,Bayern,Germany,10.6854,48.6737,Behringer (1987)
2056,1589,1580,1500,2,NA,Bad Griesbach,Mittelfranken,Bayern,Germany,13.1966,48.4502,Behringer (1987)
2057,1589,1580,1500,7,7,Schongau,Mittelfranken,Bayern,Germany,10.8943,47.815,Behringer (1987)
2058,1589,1580,1500,1,NA,Munich,Mittelfranken,Bayern,Germany,11.582,48.1351,Behringer (1987)
2059,1589,1580,1500,1,NA,Ingolstadt,Mittelfranken,Bayern,Germany,11.4258,48.7665,Behringer (1987)
2060,1589,1580,1500,1,NA,Freising,Mittelfranken,Bayern,Germany,11.7412,48.4029,Behringer (1987)
2061,1589,1580,1500,1,NA,Nordlingen,Mittelfranken,Bayern,Germany,10.4895,48.8508,Behringer (1987)
2062,1589,1580,1500,1,1,Riom,Puy-de-Dome,Auvergne,France,3.114932,45.8939949,Carlson (2004)
2063,1589,1580,1500,14,0,Tours,Indre-et-Loire,Centre,France,0.68484,47.394144,Carlson (2004)
2064,1589,1580,1500,1,1,Padberg,Arnsberg,Nordrhein-Westfalen,Germany,8.76502,51.4055,Decker (1981)
2065,1589,1580,1500,9,9,NA,Tubingen,Baden-Wurttemberg,Germany,NA,NA,Dillinger (2009)
2066,1589,1580,1500,1,0,NA,Perthshire and Kinross,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
2067,1589,1580,1500,1,0,NA,Highland,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
2068,1589,1580,1500,1,NA,NA,Magdeburg,Sachsen-Anhalt,Germany,NA,NA,Kauertz (2001)
2069,1589,1580,1500,40,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
2070,1589,1580,1500,2,2,Rottweil,Freiburg,Baden-Wurttemberg,Germany,8.63162,48.1611,Midelfort (1972)
2071,1589,1580,1500,5,5,Horb am Neckar,Karlsruhe,Baden-Wurttemberg,Germany,8.68485,48.4421,Midelfort (1972)
2072,1589,1580,1500,17,17,Bernau im Schwarzwald,Freiburg,Baden-Wurttemberg,Germany,8.06365,47.7925,Midelfort (1972)
2073,1589,1580,1500,2,2,Balingen,Tubingen,Baden-Wurttemberg,Germany,8.84953,48.2748,Midelfort (1972)
2074,1589,1580,1500,1,1,Giengen,Stuttgart,Baden-Wurttemberg,Germany,10.2392,48.6224,Midelfort (1972)
2075,1589,1580,1500,2,2,Schomberg,Tubingen,Baden-Wurttemberg,Germany,8.75791,48.2069,Midelfort (1972)
2076,1589,1580,1500,1,NA,Biberach,Tubingen,Baden-Wurttemberg,Germany,9.79015,48.0951,Midelfort (1972)
2077,1589,1580,1500,1,1,Reutlingen,Tubingen,Baden-Wurttemberg,Germany,9.2038,48.5069,Midelfort (1972)
2078,1589,1580,1500,1,NA,Stuttgart,Stuttgart,Baden-Wurttemberg,Germany,9.18293,48.7758,Midelfort (1972)
2079,1589,1580,1500,2,NA,Hirsau,Karlsruhe,Baden-Wurttemberg,Germany,8.73312,48.7359,Midelfort (1972)
2080,1589,1580,1500,1,NA,Bebenhausen,Tubingen,Baden-Wurttemberg,Germany,9.05855,48.5606,Midelfort (1972)
2081,1589,1580,1500,2,NA,Breisach,Freiburg,Baden-Wurttemberg,Germany,7.58361,48.0348,Midelfort (1972)
2082,1589,1580,1500,3,3,Hohenzollern,Tubingen,Baden-Wurttemberg,Germany,8.96778,48.3231,Midelfort (1972)
2083,1589,1580,1500,1,NA,Bad Mergentheim,Stuttgart,Baden-Wurttemberg,Germany,9.77042,49.4885,Midelfort (1972)
2084,1589,1580,1500,1,1,Obermarchtal,Tubingen,Baden-Wurttemberg,Germany,9.56997,48.2338,Midelfort (1972)
2085,1589,1580,1500,3,3,Sindelfingen,Stuttgart,Baden-Wurttemberg,Germany,9.00441,48.7075,Midelfort (1972)
2086,1589,1580,1500,1,1,Veurne,West-Vlaanderen,Vlaanderen,Belgium,NA,NA,Monballyu (2002)
2087,1589,1580,1500,1,0,Fleurier,Val-de-Travers,Neuchatel,Switzerland,6.58495,46.9019,Monter (1976)
2088,1589,1580,1500,1,0,Fleurier,Val-de-Travers,Neuchatel,Switzerland,6.58495,46.9019,Monter (1976)
2089,1589,1580,1500,3,3,NA,Essex,England,United Kingdom,NA,NA,Notestein (1968)
2090,1589,1580,1500,1,1,NA,Stuttgart,Baden-Wurttemberg,Germany,NA,NA,Schraut and Beutter (1988)
2091,1589,1580,1500,2,0,Bruges,West-Vlaanderen,Vlaanderen,Belgium,3.2247,51.2094,Vanysacker (1988)
2092,1589,1580,1500,1,0,Bruges,West-Vlaanderen,Vlaanderen,Belgium,3.2247,51.2094,Vanysacker (1988)
2093,1589,1580,1500,1,0,Haarlem,Haarlem,Noord-Holland,Netherlands,NA,NA,Waardt (1991)
2094,NA,1580,1500,7,5,NA,NA,NA,Estonia,NA,NA,Madar (1990)
2095,NA,1580,1500,15,2,NA,NA,NA,Finland,NA,NA,Heikkinen and Kervinen (1990)
2096,NA,1580,1500,17,11,NA,NA,NA,Hungary,NA,NA,Klaniczay (1990)
2097,NA,1580,1500,17,5,NA,NA,NA,Norway,NA,NA,Naess (1990)
2098,NA,1580,1500,7,7,NA,Laufenburg,Aargau,Switzerland,NA,NA,Bader (1945)
2099,NA,1580,1500,1,1,NA,NA,Appenzell,Switzerland,NA,NA,Bader (1945)
2100,NA,1580,1500,2,2,NA,NA,Basel-Landschaft,Switzerland,NA,NA,Bader (1945)
2101,NA,1580,1500,5,0,NA,NA,Bern,Switzerland,NA,NA,Bader (1945)
2102,NA,1580,1500,4,4,NA,NA,Fribourg,Switzerland,NA,NA,Bader (1945)
2103,NA,1580,1500,6,3,NA,Geneve,Geneve,Switzerland,NA,NA,Bader (1945)
2104,NA,1580,1500,100,14,NA,NA,Lucerne,Switzerland,NA,NA,Bader (1945)
2105,NA,1580,1500,3,3,NA,Sursee,Lucerne,Switzerland,NA,NA,Bader (1945)
2106,NA,1580,1500,1,0,NA,Willisau,Lucerne,Switzerland,NA,NA,Bader (1945)
2107,NA,1580,1500,30,11,NA,NA,Neuchatel,Switzerland,NA,NA,Bader (1945)
2108,NA,1580,1500,3,2,NA,Nidwalden,Nidwalden,Switzerland,NA,NA,Bader (1945)
2109,NA,1580,1500,3,2,NA,Obwalden,Obwalden,Switzerland,NA,NA,Bader (1945)
2110,NA,1580,1500,1,0,NA,Toggenburg,Sankt Gallen,Switzerland,NA,NA,Bader (1945)
2111,NA,1580,1500,1,1,NA,NA,Schwyz,Switzerland,NA,NA,Bader (1945)
2112,NA,1580,1500,20,9,NA,NA,Solothurn,Switzerland,NA,NA,Bader (1945)
2113,NA,1580,1500,6,3,NA,Leventina,Ticino,Switzerland,NA,NA,Bader (1945)
2114,NA,1580,1500,1,1,NA,Riviera,Ticino,Switzerland,NA,NA,Bader (1945)
2115,NA,1580,1500,16,6,NA,NA,Zurich,Switzerland,NA,NA,Bader (1945)
2116,NA,1580,1500,62,NA,Saint-Die,Vosges,Lorraine,France,6.94777,48.2875,Briggs (2007)
2117,NA,1580,1500,11,NA,Blamont,Meurthe-et-Moselle,Lorraine,France,6.84384,48.5894,Briggs (2007)
2118,NA,1580,1500,6,NA,Gondreville,Meurthe-et-Moselle,Lorraine,France,5.96373,48.6931,Briggs (2007)
2119,NA,1580,1500,5,NA,Einville-au-jard,Meurthe-et-Moselle,Lorraine,France,6.48818,48.6551,Briggs (2007)
2120,NA,1580,1500,10,NA,Mirecourt,Vosges,Lorraine,France,6.13386,48.3022,Briggs (2007)
2121,NA,1580,1500,7,NA,Epinal,Vosges,Lorraine,France,6.4494,48.1724,Briggs (2007)
2122,NA,1580,1500,8,NA,Chatel-sur-Moselle,Vosges,Lorraine,France,6.39335,48.3129,Briggs (2007)
2123,NA,1580,1500,7,NA,Rosieres-aux-Salines,Meurthe-et-Moselle,Lorraine,France,6.33295,48.5954,Briggs (2007)
2124,NA,1580,1500,7,NA,Amance,Meurthe-et-Moselle,Lorraine,France,6.27948,48.7543,Briggs (2007)
2125,NA,1580,1500,9,NA,Vaudemont,Meurthe-et-Moselle,Lorraine,France,6.05513,48.4169,Briggs (2007)
2126,NA,1580,1500,10,NA,Arches,Vosges,Lorraine,France,6.52836,48.118,Briggs (2007)
2127,NA,1580,1500,6,NA,Bruyeres,Vosges,Lorraine,France,6.71947,48.2113,Briggs (2007)
2128,NA,1580,1500,7,NA,Dompaire,Vosges,Lorraine,France,6.2262,48.2212,Briggs (2007)
2129,NA,1580,1500,4,NA,Luneville,Meurthe-et-Moselle,Lorraine,France,6.49234,48.5922,Briggs (2007)
2130,NA,1580,1500,3,NA,Charmes,Vosges,Lorraine,France,6.29325,48.3723,Briggs (2007)
2131,NA,1580,1500,12,NA,Nancy,Meurthe-et-Moselle,Lorraine,France,6.18442,48.6921,Briggs (2007)
2132,NA,1580,1500,5,NA,Dieuze,Moselle,Lorraine,France,6.71757,48.8103,Briggs (2007)
2133,NA,1580,1500,5,NA,Pont-a-Mousson,Meurthe-et-Moselle,Lorraine,France,6.05487,48.9033,Briggs (2007)
2134,NA,1580,1500,2,NA,Preny,Meurthe-et-Moselle,Lorraine,France,5.99599,48.9789,Briggs (2007)
2135,NA,1580,1500,1,NA,Darney,Vosges,Lorraine,France,6.04725,48.085,Briggs (2007)
2136,NA,1580,1500,1,NA,Bitche,Moselle,Lorraine,France,7.42728,49.0504,Briggs (2007)
2137,NA,1580,1500,3,NA,Wallerfangen,Saarland,Saarland,Germany,6.71283,49.3276,Briggs (2007)
2138,NA,1580,1500,126,121,NA,Trier,Rheinland-Pfalz,Germany,NA,NA,Dillinger (2009)
2139,NA,1580,1500,126,121,NA,Koblenz,Rheinland-Pfalz,Germany,NA,NA,Dillinger (2009)
2140,NA,1580,1500,3,2,Grevenmacher,Grevenmacher,Grevenmacher,Luxembourg,6.44076,49.6808,Dupont-Bouchat (1978)
2141,NA,1580,1500,9,9,Remich,Remich,Grevenmacher,Luxembourg,6.36742,49.545,Dupont-Bouchat (1978)
2142,NA,1580,1500,26,22,Luxembourg,Luxembourg,Luxembourg,Luxembourg,6.13193,49.6116,Dupont-Bouchat (1978)
2143,NA,1580,1500,14,0,NA,Nord,Nord-Pas-de-Calais,France,NA,NA,Muchembled (1978)
2144,NA,1580,1500,13,10,Bitburg,Trier,Rheinland-Pfalz,Germany,6.52986,49.9664,Dupont-Bouchat (1978)
2145,NA,1580,1500,8,8,Arlon,Luxembourg,Wallonie,Belgium,5.81048,49.6851,Dupont-Bouchat (1978)
2146,NA,1580,1500,5,3,Chiny,Luxembourg,Wallonie,Belgium,5.34277,49.7405,Dupont-Bouchat (1978)
2147,NA,1580,1500,4,2,Virton,Luxembourg,Wallonie,Belgium,5.53351,49.5676,Dupont-Bouchat (1978)
2148,NA,1580,1500,2,1,Bastogne,Luxembourg,Wallonie,Belgium,5.71528,50.0005,Dupont-Bouchat (1978)
2149,NA,1580,1500,2,1,Durbuy,Luxembourg,Wallonie,Belgium,5.45604,50.3531,Dupont-Bouchat (1978)
2150,NA,1580,1500,1,0,Marche-en-Famenne,Luxembourg,Wallonie,Belgium,5.34416,50.2283,Dupont-Bouchat (1978)
2151,NA,1580,1500,3,1,Bouillon,Luxembourg,Wallonie,Belgium,5.07076,49.7947,Dupont-Bouchat (1978)
2152,NA,1580,1500,7,5,Sierck-les-Bains,Moselle,Lorraine,France,6.36101,49.4426,Hiegel (1961)
2153,NA,1580,1500,10,6,Chambourg,Moselle,Lorraine,France,6.14337,49.395,Hiegel (1961)
2154,NA,1580,1500,6,5,Puttelange-aux-Lacs,Moselle,Lorraine,France,6.92987,49.0532,Hiegel (1961)
2155,NA,1580,1500,10,9,Sarreguemines,Moselle,Lorraine,France,7.07086,49.106,Hiegel (1961)
2156,NA,1580,1500,5,4,Sarralbe,Moselle,Lorraine,France,7.02993,48.9996,Hiegel (1961)
2157,NA,1580,1500,8,7,Sarrebourg,Moselle,Lorraine,France,7.05259,48.7327,Hiegel (1961)
2158,NA,1580,1500,21,17,Morhange,Moselle,Lorraine,France,6.63579,48.9229,Hiegel (1961)
2159,NA,1580,1500,5,3,Rehlingen-Siersburg,Saarland,Saarland,Germany,6.66652,49.3604,Hiegel (1961)
2160,NA,1580,1500,10,3,Merzig,Saarland,Saarland,Germany,6.64378,49.449,Hiegel (1961)
2161,NA,1580,1500,12,9,Wallerfangen,Saarland,Saarland,Germany,6.71283,49.3276,Hiegel (1961)
2162,NA,1580,1500,3,2,Uberherrn,Saarland,Saarland,Germany,6.70061,49.2392,Hiegel (1961)
2163,NA,1580,1500,10,9,Homburg,Saarland,Saarland,Germany,7.33984,49.3296,Hiegel (1961)
2164,NA,1580,1500,178,NA,NA,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Germany,NA,NA,Moeller (2007)
2165,NA,1580,1500,16,8,NA,NA,Basse-Normandie,France,NA,NA,Monter (1997)
2166,NA,1580,1500,16,8,NA,NA,Haute-Normandie,France,NA,NA,Monter (1997)
2167,1590,1590,1500,6,6,Erolzheim,Freiburg,Baden-Wurttemberg,Germany,10.0708,48.0917,Behringer (1987)
2168,1590,1590,1500,11,11,Schwabmunchen,Mittelfranken,Bayern,Germany,10.7557,48.18,Behringer (1987)
2169,1590,1590,1500,65,63,Schongau,Mittelfranken,Bayern,Germany,10.8943,47.815,Behringer (1987)
2170,1590,1590,1500,28,22,Ingolstadt,Mittelfranken,Bayern,Germany,11.4258,48.7665,Behringer (1987)
2171,1590,1590,1500,52,52,Freising,Mittelfranken,Bayern,Germany,11.7412,48.4029,Behringer (1987)
2172,1590,1590,1500,1,NA,Straubing,Mittelfranken,Bayern,Germany,12.5802,48.8777,Behringer (1987)
2173,1590,1590,1500,2,NA,Kraiburg,Mittelfranken,Bayern,Germany,12.4313,48.1847,Behringer (1987)
2174,1590,1590,1500,1,NA,Abensberg,Mittelfranken,Bayern,Germany,11.8508,48.8177,Behringer (1987)
2175,1590,1590,1500,10,1,Vohburg,Mittelfranken,Bayern,Germany,11.6227,48.766,Behringer (1987)
2176,1590,1590,1500,2,2,Weilheim,Mittelfranken,Bayern,Germany,11.1421,47.8407,Behringer (1987)
2177,1590,1590,1500,1,NA,Essing,Mittelfranken,Bayern,Germany,11.7887,48.9352,Behringer (1987)
2178,1590,1590,1500,1,NA,Kelheim,Mittelfranken,Bayern,Germany,11.8866,48.9184,Behringer (1987)
2179,1590,1590,1500,1,NA,Pfaffenhofen,Mittelfranken,Bayern,Germany,11.4977,48.5325,Behringer (1987)
2180,1590,1590,1500,6,NA,Pfaffenhofen,Mittelfranken,Bayern,Germany,11.4977,48.5325,Behringer (1987)
2181,1590,1590,1500,3,NA,Erding,Mittelfranken,Bayern,Germany,11.9189,48.3115,Behringer (1987)
2182,1590,1590,1500,1,NA,Wolfratshausen,Mittelfranken,Bayern,Germany,11.4274,47.9102,Behringer (1987)
2183,1590,1590,1500,1,NA,Starnberg,Mittelfranken,Bayern,Germany,11.339,48,Behringer (1987)
2184,1590,1590,1500,8,NA,Augsburg,Mittelfranken,Bayern,Germany,10.8978,48.3705,Behringer (1987)
2185,1590,1590,1500,5,2,Zusmarshausen,Mittelfranken,Bayern,Germany,10.5995,48.3983,Behringer (1987)
2186,1590,1590,1500,2,NA,Grossaitingen,Mittelfranken,Bayern,Germany,10.7777,48.2281,Behringer (1987)
2187,1590,1590,1500,1,NA,Dinkelscherben,Mittelfranken,Bayern,Germany,10.5898,48.3476,Behringer (1987)
2188,1590,1590,1500,1,NA,Buchloe,Mittelfranken,Bayern,Germany,10.7211,48.0361,Behringer (1987)
2189,1590,1590,1500,68,68,Marktoberdorf,Mittelfranken,Bayern,Germany,10.6158,47.7785,Behringer (1987)
2190,1590,1590,1500,1,NA,Pfronten,Mittelfranken,Bayern,Germany,10.55,47.5833,Behringer (1987)
2191,1590,1590,1500,1,NA,Bobingen,Mittelfranken,Bayern,Germany,10.8296,48.2697,Behringer (1987)
2192,1590,1590,1500,7,NA,Kaltental,Mittelfranken,Bayern,Germany,10.75,47.9,Behringer (1987)
2193,1590,1590,1500,2,NA,Eggenthal,Mittelfranken,Bayern,Germany,10.5099,47.914,Behringer (1987)
2194,1590,1590,1500,1,NA,Unterthingau,Mittelfranken,Bayern,Germany,10.5058,47.7713,Behringer (1987)
2195,1590,1590,1500,1,NA,Kraftisried,Mittelfranken,Bayern,Germany,10.471,47.7794,Behringer (1987)
2196,1590,1590,1500,5,NA,Lissenthan,Oberpfalz,Bayern,Germany,12.129,49.4468,Behringer (1987)
2197,1590,1590,1500,2,NA,Irsee,Mittelfranken,Bayern,Germany,10.5716,47.9083,Behringer (1987)
2198,1590,1590,1500,5,5,Augsburg,Mittelfranken,Bayern,Germany,10.8978,48.3705,Behringer (1987)
2199,1590,1590,1500,9,9,Osterzell,Mittelfranken,Bayern,Germany,10.7446,47.8779,Behringer (1987)
2200,1590,1590,1500,7,2,Donauworth,Mittelfranken,Bayern,Germany,10.7778,48.7186,Behringer (1987)
2201,1590,1590,1500,49,36,Nordlingen,Mittelfranken,Bayern,Germany,10.4895,48.8508,Behringer (1987)
2202,1590,1590,1500,5,5,Kellmunz,Mittelfranken,Bayern,Germany,10.1271,48.1225,Behringer (1987)
2203,1590,1590,1500,1,NA,Reichertshofen,Mittelfranken,Bayern,Germany,11.4678,48.657,Behringer (1987)
